airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,
Command: takeoff
24.940138,-199.481812,-198.288376,3.049401,1.357882,2.696857,0.182737,-199.999863,-200.0,18.855415,3.77E-4,0.001608,297.86734,15.287883,-0.046946,-0.044627,-1669.852783,-0.0,0.0,0.0,0.0,0.0,601.799316,
24.958271,-204.870346,-203.67691,3.054315,1.375192,2.69661,0.182844,-199.999863,-200.0,18.855421,3.7E-4,0.001608,297.866486,14.881424,-0.04696,-0.040368,-1670.16626,-0.0,0.0,0.0,0.0,0.0,601.656677,
24.98188,-212.962204,-211.768768,2.857098,0.745817,2.688191,0.182794,-209.999863,-210.0,18.855389,3.81E-4,-0.01514,297.865173,14.271153,-0.047105,-0.034752,-1670.8479,-0.019646,0.053932,4.3E-5,0.0,1.0,674.844238,
24.980328,-218.373062,-217.179626,2.727023,0.381641,2.667003,0.181575,-209.999863,-210.0,18.855309,4.8E-4,-0.034065,297.864197,13.868531,-0.04728,-0.031505,-1671.811646,-0.010655,0.053764,1.08E-4,0.0,1.0,788.120789,
25.00144,-226.471832,-225.278397,2.608836,0.176071,2.608836,0.176071,-219.999863,-220.0,18.855103,9.85E-4,-0.024519,297.862396,13.278275,-0.048355,-0.027334,-1672.36145,-0.005452,0.05334,1.57E-4,0.0,1.0,1012.001587,
25.119259,-230.827789,-229.634354,2.589502,0.17113,2.589502,0.17113,-229.999863,-230.0,18.855104,0.001989,0.024117,297.861359,12.976012,-0.048903,-0.025426,-1675.727783,-0.002515,0.052177,2.47E-4,0.0,1.0,1141.672241,
25.008661,-240.064972,-238.871521,2.58962,0.156717,2.58962,0.156717,-239.999863,-240.0,18.855633,0.008563,0.161719,297.859039,12.352521,-0.046778,-0.021903,-1675.810303,-0.002445,0.05179,2.99E-4,0.0,1.0,1416.517944,
25.047661,-245.453995,-244.260544,2.603354,0.146606,2.603354,0.146606,-239.999863,-240.0,18.856333,0.016907,0.257484,297.85733,12.009352,-0.05105,-0.020192,-1675.224731,-0.002239,0.051792,4.15E-4,0.0,1.0,1562.413086,
25.122318,-253.544662,-252.351212,2.628701,0.130677,2.628701,0.130677,-249.999863,-250.0,18.858034,0.038543,0.425869,297.852966,11.530108,-0.054304,-0.018274,-1674.691162,-0.002094,0.052067,5.01E-4,0.0,1.0,1750.082031,
25.215841,-261.191711,-259.99826,2.651169,0.115748,2.651169,0.115748,-259.999847,-260.0,18.860489,0.07176,0.616596,297.842834,11.121272,-0.063175,-0.017645,-1674.435791,-0.001867,0.052574,7.19E-4,0.0,1.0,1890.58728,
25.304665,-267.043793,-265.850342,2.665256,0.105549,2.665256,0.105549,-259.999847,-260.0,18.863012,0.107104,0.780258,297.830261,10.839897,-0.062932,-0.017999,-1674.390625,-0.001654,0.053023,0.001225,0.0,1.0,1975.45813,
24.83536,-272.386993,-271.193573,2.675357,0.097144,2.675357,0.097144,-269.999847,-270.0,18.865898,0.148218,0.946365,297.81366,10.605548,-0.057492,-0.019038,-1672.000977,-0.001508,0.053305,0.001854,0.0,1.0,2038.563721,
21.730711,-278.924164,-277.730713,2.686225,0.086712,2.686225,0.086712,-279.999847,-280.0,18.871321,0.226313,1.218822,297.782227,10.301431,-0.050787,-0.02137,-1612.881836,-0.001388,0.053507,0.002684,0.0,1.0,2110.509033,
19.989052,-282.306244,-281.112793,2.69146,0.081151,2.69146,0.081151,-279.999847,-280.0,18.875723,0.28986,1.414941,297.757202,10.130979,-0.047246,-0.023343,-1539.768555,-0.001239,0.053725,0.004256,0.0,1.0,2146.179688,
17.84824,-286.259033,-285.065582,2.696805,0.074639,2.696805,0.074639,-279.999847,-280.0,18.883577,0.402976,1.721296,297.716644,9.924157,-0.043135,-0.026352,-1394.435425,-0.001159,0.053829,0.005507,0.0,1.0,2185.503906,
16.720083,-288.303131,-287.10968,2.699399,0.071271,2.699399,0.071271,-289.999847,-290.0,18.889683,0.490423,1.932925,297.688202,9.81868,-0.041004,-0.028313,-1279.755005,-0.001066,0.053936,0.007535,0.0,1.0,2204.332764,
15.448853,-290.690674,-289.497223,2.702237,0.067316,2.702237,0.067316,-289.999847,-290.0,18.900187,0.639725,2.260315,297.647644,9.708151,-0.038518,-0.03051,-1088.725952,-0.001018,0.053988,0.008957,0.0,1.0,2224.329346,
14.863037,-291.924255,-290.730804,2.703801,0.065183,2.703801,0.065183,-289.999847,-290.0,18.908108,0.751296,2.481523,297.622742,9.665392,-0.037135,-0.03144,-952.32666,-9.62E-4,0.054045,0.010985,0.0,1.0,2233.44873,
14.336745,-293.363342,-292.169891,2.705815,0.062446,2.705815,0.062446,-289.999847,-290.0,18.921385,0.936498,2.820336,297.592651,9.645695,-0.03529,-0.031494,-739.854553,-9.31E-4,0.054076,0.01223,0.0,1.0,2242.498047,
14.190383,-294.105621,-292.91217,2.70713,0.060798,2.70713,0.060798,-289.999847,-290.0,18.931175,1.071687,3.04419,297.577881,9.66082,-0.034041,-0.030691,-596.565491,-8.92E-4,0.054116,0.013734,0.0,1.0,2246.188477,
14.199708,-294.969543,-293.776123,2.709462,0.058821,2.709462,0.058821,-289.999847,-290.0,18.947268,1.29169,3.382467,297.565308,9.723225,-0.03196,-0.028101,-387.832977,-8.69E-4,0.054143,0.014473,0.0,1.0,2249.218506,
14.346403,-295.413727,-294.220276,2.711463,0.057986,2.711463,0.057986,-289.999847,-290.0,18.958935,1.449597,3.608331,297.562439,9.789584,-0.030513,-0.025714,-261.843475,-8.4E-4,0.054189,0.015102,0.0,1.0,2249.983643,
14.731086,-295.928436,-294.734985,2.715168,0.057143,2.715168,0.057143,-289.999847,-290.0,18.977877,1.702875,3.988076,297.565002,9.923066,-0.028355,-0.021486,-124.011391,-8.28E-4,0.054229,0.015245,0.0,1.0,2249.760742,
15.073257,-296.191376,-294.997955,2.722842,0.053279,2.722842,0.053279,-289.999847,-290.0,18.991844,1.882401,4.328865,297.569885,10.032693,-0.027672,-0.018608,-82.395432,-8.16E-4,0.054303,0.015117,0.0,1.0,2248.964111,
15.682538,-296.493378,-295.299957,2.733337,0.043284,2.733337,0.043284,-299.999847,-300.0,19.014505,2.167215,4.790106,297.579712,10.224644,-0.025004,-0.014502,-55.727539,-7.61E-4,0.054457,0.014873,0.0,1.0,2248.845215,
16.137924,-296.645691,-295.45224,2.736014,0.042874,2.736014,0.042874,-299.999847,-300.0,19.03088,2.367169,5.021731,297.586548,10.368912,-0.02311,-0.011914,-43.890789,-6.18E-4,0.054667,0.014381,0.0,1.0,2249.519043,
16.833897,-296.809509,-295.616058,2.738214,0.043954,2.738214,0.043954,-299.999847,-300.0,19.055408,2.663854,5.356089,297.594116,10.592134,-0.021747,-0.008984,-31.044832,-6.12E-4,0.05472,0.01404,0.0,1.0,2251.063965,
17.396833,-296.902008,-295.708557,2.74046,0.04494,2.74046,0.04494,-299.999847,-300.0,19.075232,2.901089,5.613004,297.597321,10.775161,-0.021178,-0.007416,-23.520901,-6.28E-4,0.054764,0.013661,0.0,1.0,2252.521973,
18.208508,-296.993835,-295.800415,2.744233,0.046409,2.744233,0.046409,-299.999847,-300.0,19.104212,3.243991,5.970173,297.596954,11.041934,-0.021165,-0.006267,-18.347887,-6.42E-4,0.054809,0.013501,0.0,1.0,2254.746826,
