airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,
Command: takeoff
6.378826,-87.98568,-86.792236,2.971249,1.359665,2.591791,0.094802,-89.999855,-90.0,2.286492,0.0,0.006063,297.867676,278.719696,0.012286,-0.049368,-15.066998,-0.0,0.0,0.0,0.0,0.0,600.133057,
6.413023,-87.995163,-86.80172,2.977087,1.377828,2.592275,0.095121,-89.999855,-90.0,2.286513,0.0,0.005996,297.866882,280.996948,0.012257,-0.044651,-8.9968,-0.0,0.0,0.0,0.0,0.0,600.142029,
6.473947,-88.00634,-86.812889,2.773787,0.725358,2.584759,0.095266,-89.999855,-90.0,2.286505,3.4E-5,-0.012025,297.86557,284.34494,0.012074,-0.038431,-14.326005,-0.019683,0.051845,4.0E-5,0.0,1.0,672.63324,
6.518924,-88.012184,-86.818741,2.636979,0.33779,2.563898,0.094187,-89.999855,-90.0,2.286432,1.4E-4,-0.033094,297.864624,286.508423,0.011915,-0.034824,-17.219732,-0.010362,0.051695,1.05E-4,0.0,1.0,784.40863,
6.61998,-88.019142,-86.825699,2.511972,0.089199,2.511972,0.089199,-89.999855,-90.0,2.286253,7.35E-4,-0.019997,297.862915,289.615112,0.011731,-0.030165,-13.676702,-0.004826,0.051278,1.53E-4,0.0,1.0,1004.476013,
6.738717,-88.02282,-86.829369,2.494861,0.083163,2.494861,0.083163,-89.999855,-90.0,2.286258,0.002323,0.020634,297.861572,291.575684,0.012137,-0.027514,-18.385366,-0.001274,0.050239,2.38E-4,0.0,1.0,1165.152954,
7.01333,-88.027168,-86.833725,2.498043,0.070916,2.498043,0.070916,-89.999855,-90.0,2.286524,0.008742,0.081027,297.858948,294.323212,0.014896,-0.024187,-15.137535,-0.001188,0.049897,3.05E-4,0.0,1.0,1401.287964,
7.266834,-88.029419,-86.835976,2.510297,0.061312,2.510297,0.061312,-89.999855,-90.0,2.286863,0.017205,0.117404,297.855988,296.012085,0.018121,-0.022461,-13.748652,-0.001013,0.049961,4.36E-4,0.0,1.0,1545.092651,
7.753096,-88.032005,-86.838562,2.534277,0.046197,2.534277,0.046197,-89.999855,-90.0,2.287605,0.038789,0.172136,297.848358,298.311096,0.023135,-0.020716,-13.990646,-8.76E-4,0.050206,5.84E-4,0.0,1.0,1730.869629,
