airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm
24.891726,-239.376968,-238.183517,3.032425,0.692605,2.700168,-0.414916,-239.999863,-240.0,17.857592,1.1E-4,0.024318,297.862396,97.839783,0.043719,-0.02453,-1673.54248,-0.0,0.0,0.0,0.0,0.0,605.542786
24.916653,-244.786148,-243.592712,3.045602,0.686087,2.715295,-0.414936,-239.999863,-240.0,17.857677,1.8E-4,0.024017,297.86145,95.120018,0.04372,-0.022205,-1674.0,-0.0,0.0,0.0,0.0,0.0,605.498291
24.894699,-252.221085,-251.027634,2.896303,0.149832,2.726828,-0.415085,-249.999863,-250.0,17.857725,1.89E-4,-0.003015,297.860291,91.621315,0.043635,-0.019359,-1674.389404,-0.009801,0.054306,4.7E-5,0.0,1.0,667.8479
24.893726,-258.085144,-256.891693,2.766345,-0.235987,2.712229,-0.416373,-249.999863,-250.0,17.857666,2.7E-4,-0.030448,297.859406,89.082909,0.04346,-0.017401,-1674.83374,-0.00214,0.054537,1.05E-4,0.0,1.0,787.220215
24.896189,-265.751862,-264.558441,2.670806,-0.421348,2.670806,-0.421348,-259.999847,-260.0,17.857517,8.75E-4,-0.016112,297.858185,86.079865,0.043388,-0.015237,-1675.226807,0.003371,0.054245,1.5E-4,0.0,1.0,997.219482
24.90234,-274.551392,-273.357941,2.658379,-0.432353,2.658379,-0.432353,-269.999847,-270.0,17.857588,0.004601,0.039894,297.855988,83.105621,0.042991,-0.013344,-1675.737915,0.006019,0.053416,2.11E-4,0.0,1.0,1264.325562
24.905039,-279.734589,-278.541138,2.665653,-0.441086,2.665653,-0.441086,-279.999847,-280.0,17.857765,0.009903,0.070174,297.853851,81.597359,0.043304,-0.012551,-1675.730225,0.006176,0.053168,3.2E-4,0.0,1.0,1416.917725
24.921801,-287.851227,-286.657776,2.68541,-0.456784,2.68541,-0.456784,-279.999847,-280.0,17.858227,0.025576,0.112647,297.84848,79.612099,0.044538,-0.011834,-1675.791382,0.006301,0.053313,4.27E-4,0.0,1.0,1631.386719
23.50318,-293.228638,-292.035187,2.700729,-0.468192,2.700729,-0.468192,-289.999847,-290.0,17.858671,0.043454,0.142291,297.842529,78.505463,0.045707,-0.011767,-1665.693359,0.006525,0.053708,6.96E-4,0.0,1.0,1757.840088
20.378595,-299.164734,-297.971283,2.720623,-0.483583,2.720623,-0.483583,-299.999847,-300.0,17.859472,0.080563,0.187645,297.830017,77.329651,0.047055,-0.012333,-1592.983032,0.006688,0.054015,9.93E-4,0.0,1.0,1902.388428
18.451021,-302.457062,-301.263611,2.733173,-0.493496,2.733173,-0.493496,-299.999847,-300.0,17.860182,0.117008,0.221007,297.8172,76.752907,0.048174,-0.013279,-1509.144165,0.006908,0.054412,0.001619,0.0,1.0,1983.922607
16.154284,-306.04837,-304.854919,2.747367,-0.505259,2.747367,-0.505259,-299.999847,-300.0,17.861389,0.183568,0.275405,297.793854,76.303833,0.050626,-0.015251,-1359.943604,0.00705,0.054663,0.00226,0.0,1.0,2071.942627
14.790997,-308.039886,-306.846466,2.755543,-0.512047,2.755543,-0.512047,-309.999847,-310.0,17.862423,0.24297,0.317643,297.77301,76.23011,0.052113,-0.017101,-1236.422729,0.007218,0.054947,0.003427,0.0,1.0,2119.272949
13.260894,-310.211823,-309.018372,2.76436,-0.519346,2.76436,-0.519346,-309.999847,-310.0,17.864126,0.343547,0.382525,297.739532,76.455185,0.053775,-0.020002,-1046.689087,0.007315,0.055111,0.004469,0.0,1.0,2168.43457
12.433615,-311.415863,-310.222412,2.769392,-0.523185,2.769392,-0.523185,-309.999847,-310.0,17.865541,0.428136,0.430089,297.712616,76.837135,0.054636,-0.022266,-902.85376,0.007419,0.055287,0.006143,0.0,1.0,2193.925537
11.634683,-312.728455,-311.535004,2.774808,-0.526946,2.774808,-0.526946,-309.999847,-310.0,17.867813,0.564637,0.502642,297.673828,77.657845,0.055529,-0.025164,-695.379028,0.007474,0.055388,0.007489,0.0,1.0,2219.471924
