airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm
4.187869,-97.081749,-95.888306,2.972322,1.379133,2.592876,0.114311,-99.999855,-100.0,2.286494,0.0,0.007704,297.870758,271.473389,0.009263,-0.063095,-13.380578,-0.0,0.0,0.0,0.0,0.0,600.50769
4.135506,-97.108711,-95.91526,2.970928,1.374762,2.593021,0.115072,-99.999855,-100.0,2.286524,0.0,0.007838,297.869873,273.929291,0.009148,-0.05658,-20.942343,-0.0,0.0,0.0,0.0,0.0,600.533325
4.090285,-97.137459,-95.944016,2.774654,0.746292,2.585519,0.115842,-99.999855,-100.0,2.286531,2.9E-5,-0.007805,297.868622,277.367737,0.008847,-0.048678,-15.897244,-0.019639,0.05186,4.4E-5,0.0,1.0,673.842041
4.073692,-97.15229,-95.958847,2.638636,0.358243,2.565727,0.115215,-99.999855,-100.0,2.286474,1.29E-4,-0.027199,297.867676,279.656769,0.008612,-0.04408,-9.627038,-0.010661,0.05171,1.07E-4,0.0,1.0,787.090698
4.095619,-97.168747,-95.975304,2.526005,0.111541,2.525942,0.11133,-99.999855,-100.0,2.28637,7.27E-4,-0.002278,297.866058,282.856354,0.0084,-0.038417,-12.372193,-0.005118,0.051315,1.54E-4,0.0,1.0,997.425659
4.167532,-97.177788,-95.984344,2.518997,0.106079,2.518997,0.106079,-99.999855,-100.0,2.286438,0.002379,0.040832,297.864624,285.062469,0.009077,-0.03498,-17.620319,-0.001593,0.050519,2.35E-4,0.0,1.0,1161.036255
4.390108,-97.188469,-95.995026,2.540792,0.094584,2.540792,0.094584,-99.999855,-100.0,2.286825,0.009313,0.108594,297.861542,288.340393,0.012553,-0.03054,-18.1322,-0.001515,0.05038,3.07E-4,0.0,1.0,1408.775024
4.629258,-97.193687,-96.000244,2.566335,0.085643,2.566335,0.085643,-99.999855,-100.0,2.287243,0.018248,0.145607,297.857727,290.366425,0.016353,-0.028338,-18.276194,-0.001351,0.050816,4.61E-4,0.0,1.0,1555.310547
4.928948,-97.197678,-96.004234,2.593399,0.076583,2.593399,0.076583,-99.999855,-100.0,2.287753,0.031281,0.170796,297.851624,292.220551,0.022252,-0.02684,-13.338875,-0.001223,0.051327,6.52E-4,0.0,1.0,1680.589233
5.543027,-97.202492,-96.009048,2.636954,0.062212,2.636954,0.062212,-99.999855,-100.0,2.288825,0.064834,0.221409,297.833069,295.070374,0.032827,-0.026026,-11.575621,-0.001094,0.051868,9.57E-4,0.0,1.0,1851.854736
6.220615,-97.205368,-96.011925,2.670798,0.051132,2.670798,0.051132,-99.999855,-100.0,2.290069,0.11161,0.281769,297.80188,297.431976,0.045022,-0.027538,-13.261326,-8.89E-4,0.052739,0.001884,0.0,1.0,1971.791504
6.760326,-97.206688,-96.013245,2.68953,0.045324,2.68953,0.045324,-99.999855,-100.0,2.291115,0.155607,0.32106,297.770386,298.950226,0.040396,-0.029895,-18.789005,-7.3E-4,0.053416,0.003444,0.0,1.0,2038.059204
7.599556,-97.207733,-96.01429,2.708306,0.040251,2.708306,0.040251,-99.999855,-100.0,2.292878,0.235774,0.382793,297.71225,300.87384,0.034743,-0.034806,-12.35872,-6.47E-4,0.053791,0.005019,0.0,1.0,2110.152832
8.194352,-97.20797,-96.014526,2.716815,0.038955,2.716815,0.038955,-99.999855,-100.0,2.294237,0.30077,0.42942,297.664124,301.977051,0.031628,-0.039118,-13.594055,-5.75E-4,0.054166,0.007925,0.0,1.0,2145.809326
9.088273,-97.207771,-96.01432,2.724275,0.039982,2.724275,0.039982,-99.999855,-100.0,2.296503,0.412636,0.501101,297.583282,303.321442,0.027478,-0.046267,-12.547431,-5.56E-4,0.054336,0.010332,0.0,1.0,2184.111328
9.42953,-97.207542,-96.014099,2.726052,0.041259,2.726052,0.041259,-99.999855,-100.0,2.297437,0.459411,0.529774,297.549683,303.739838,0.026001,-0.049235,-11.284676,-5.56E-4,0.054336,0.010332,0.0,1.0,2194.99292
9.42953,-97.207542,-96.014099,2.726052,0.041259,2.726052,0.041259,-99.999855,-100.0,2.297437,0.459411,0.529774,297.549683,303.739838,0.026001,-0.049235,-11.284676,-5.56E-4,0.054336,0.010332,0.0,1.0,2194.99292
11.644383,-97.205307,-96.011864,2.729792,0.058172,2.729792,0.058172,-99.999855,-100.0,2.304585,0.819778,0.719094,297.298553,305.368805,0.015406,-0.070327,13.154856,-5.89E-4,0.054521,0.016054,0.0,1.0,2235.223389
12.305612,-97.203781,-96.01033,2.729392,0.064305,2.729392,0.064305,-99.999855,-100.0,2.307082,0.946335,0.778817,297.210724,305.522003,0.012768,-0.077234,6.052453,-7.78E-4,0.054595,0.026099,0.0,1.0,2240.728271
13.355502,-97.200974,-96.00753,2.728651,0.076409,2.728651,0.076409,-99.999855,-100.0,2.311448,1.165744,0.873711,297.078766,305.478729,0.008577,-0.085694,8.472105,-9.19E-4,0.054588,0.033002,0.0,1.0,2245.833252
14.019671,-97.198967,-96.005524,2.728411,0.084677,2.728411,0.084677,-99.999855,-100.0,2.314466,1.316086,0.935076,297.003601,305.278687,0.006382,-0.089051,18.451283,-0.001026,0.054578,0.037257,0.0,1.0,2247.374268
14.958229,-97.19577,-96.002327,2.728359,0.097346,2.728359,0.097346,-99.999855,-100.0,2.319084,1.544266,1.019486,296.904602,304.780426,0.003406,-0.092097,9.201733,-0.00121,0.054568,0.043358,0.0,1.0,2249.652588
15.620719,-97.193298,-95.999855,2.728586,0.106962,2.728586,0.106962,-99.999855,-100.0,2.322588,1.715808,1.081019,296.842407,304.286835,0.001797,-0.092759,8.677249,-0.001336,0.054567,0.046919,0.0,1.0,2251.61377
16.667847,-97.18898,-95.995537,2.729534,0.123383,2.729534,0.123383,-99.999855,-100.0,2.32855,2.004674,1.175779,296.748993,303.286865,-6.64E-4,-0.09296,17.555979,-0.001528,0.054572,0.051418,0.0,1.0,2254.952393
17.329401,-97.185997,-95.992554,2.730558,0.133284,2.730558,0.133284,-99.999855,-100.0,2.332578,2.197752,1.236273,296.692383,302.53064,-0.002571,-0.092692,18.991489,-0.001674,0.054582,0.054401,0.0,1.0,2257.096191
18.209019,-97.181709,-95.988266,2.732706,0.144132,2.732706,0.144132,-99.999855,-100.0,2.338265,2.467643,1.320482,296.619812,301.390808,-0.005203,-0.091955,15.699507,-0.001904,0.054611,0.058919,0.0,1.0,2259.91748
18.976456,-97.177689,-95.984245,2.735161,0.152188,2.735161,0.152188,-99.999855,-100.0,2.343537,2.715181,1.389149,296.564484,300.286407,-0.006836,-0.090099,9.346273,-0.002015,0.054639,0.061458,0.0,1.0,2262.321777
19.961958,-97.172089,-95.978645,2.738976,0.161595,2.738976,0.161595,-99.999855,-100.0,2.350718,3.048604,1.481833,296.501373,298.74588,-0.00814,-0.086807,12.215555,-0.002174,0.054703,0.065314,0.0,1.0,2265.305664
20.590237,-97.168282,-95.974831,2.741611,0.167309,2.741611,0.167309,-99.999855,-100.0,2.355544,3.270316,1.537302,296.467163,297.704865,-0.008481,-0.083977,17.739906,-0.002262,0.054751,0.067398,0.0,1.0,2267.150635
21.569092,-97.161942,-95.968498,2.746103,0.176303,2.746103,0.176303,-99.999855,-100.0,2.363466,3.630549,1.626938,296.419586,296.010956,-0.00873,-0.079171,11.283747,-0.00239,0.054832,0.07018,0.0,1.0,2269.949951
22.24803,-97.15728,-95.963837,2.749332,0.182578,2.749332,0.182578,-99.999855,-100.0,2.369232,3.889944,1.689341,296.39032,294.803558,-0.008682,-0.075646,7.375162,-0.00248,0.054894,0.071872,0.0,1.0,2271.838135
