airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm
5.299853,-88.188896,-86.995453,2.962858,1.345421,2.59183,0.108658,-89.999855,-90.0,2.286365,0.0,0.005828,297.867371,279.759674,0.010045,-0.043186,-15.207839,-0.0,0.0,0.0,0.0,0.0,601.942871
5.335668,-88.197845,-87.004402,2.961613,1.340744,2.59212,0.1091,-89.999855,-90.0,2.286386,0.0,0.005694,297.866486,282.210541,0.009968,-0.038729,-19.409332,-0.0,0.0,0.0,0.0,0.0,602.018311
5.373248,-88.204247,-87.010803,2.848541,0.971836,2.589816,0.109419,-89.999855,-90.0,2.286393,0.0,-0.004823,297.865692,284.337769,0.009834,-0.03518,-13.84502,-0.019153,0.051842,4.4E-5,0.0,1.0,633.096985
5.44077,-88.212196,-87.018753,2.632572,0.338169,2.563644,0.108408,-89.999855,-90.0,2.286307,1.37E-4,-0.031989,297.864258,287.643616,0.009539,-0.030208,-14.36202,-0.013883,0.051796,8.4E-5,0.0,1.0,788.317261
5.543576,-88.21769,-87.024246,2.517463,0.103586,2.517463,0.103586,-89.999855,-90.0,2.28616,7.54E-4,-0.011556,297.862549,290.598694,0.009348,-0.026305,-15.840373,-0.004831,0.051273,1.56E-4,0.0,1.0,1003.913574
5.670993,-88.220688,-87.027245,2.505277,0.097531,2.505277,0.097531,-89.999855,-90.0,2.286198,0.002522,0.032893,297.861115,292.585876,0.010238,-0.023936,-17.487543,-0.00148,0.050349,2.41E-4,0.0,1.0,1173.421387
5.938473,-88.223755,-87.030312,2.516141,0.086476,2.516141,0.086476,-89.999855,-90.0,2.286497,0.008799,0.092349,297.858124,295.099579,0.013067,-0.021325,-5.640777,-0.001393,0.050106,3.13E-4,0.0,1.0,1399.528687
6.210051,-88.225395,-87.031952,2.534795,0.077066,2.534795,0.077066,-89.999855,-90.0,2.286885,0.017837,0.128625,297.854218,296.795624,0.017108,-0.019941,-15.857453,-0.001235,0.050323,4.62E-4,0.0,1.0,1551.486084
6.546647,-88.226585,-87.033142,2.556781,0.067386,2.556781,0.067386,-89.999855,-90.0,2.287408,0.031993,0.170227,297.847565,298.353088,0.022313,-0.019157,-8.367944,-0.001101,0.050696,6.58E-4,0.0,1.0,1686.052612
7.119165,-88.227615,-87.034172,2.587904,0.054692,2.587904,0.054692,-89.999855,-90.0,2.288363,0.062601,0.219935,297.830688,300.287659,0.031611,-0.019381,-14.437339,-9.63E-4,0.051136,9.9E-4,0.0,1.0,1842.320435
7.816025,-88.22802,-87.034576,2.616177,0.044047,2.616177,0.044047,-89.999855,-90.0,2.289623,0.109819,0.278486,297.800049,301.964752,0.042498,-0.021619,-16.205004,-7.81E-4,0.051758,0.001834,0.0,1.0,1965.524292
7.816025,-88.22802,-87.034576,2.616177,0.044047,2.616177,0.044047,-89.999855,-90.0,2.289623,0.109819,0.278486,297.800049,301.964752,0.042498,-0.021619,-16.205004,-7.81E-4,0.051758,0.001834,0.0,1.0,1965.524292
7.899299,-88.228027,-87.034584,2.618952,0.043102,2.618952,0.043102,-89.999855,-90.0,2.289782,0.116158,0.285822,297.795685,302.131042,0.04187,-0.022002,-16.239128,-7.81E-4,0.051758,0.001834,0.0,1.0,1977.077637
9.747938,-88.227058,-87.033615,2.659577,0.032841,2.659577,0.032841,-89.999855,-90.0,2.293796,0.293808,0.436353,297.662903,304.599579,0.030301,-0.035087,-11.555974,-6.16E-4,0.052379,0.003584,0.0,1.0,2137.426514
10.660917,-88.225731,-87.032288,2.67006,0.031125,2.67006,0.031125,-89.999855,-90.0,2.296172,0.407253,0.511117,297.574219,305.179199,0.026548,-0.043845,6.676647,-4.69E-4,0.053192,0.010223,0.0,1.0,2176.978271
11.312494,-88.224564,-87.03112,2.674563,0.031219,2.674563,0.031219,-89.999855,-90.0,2.298049,0.498683,0.566954,297.511078,305.392334,0.024364,-0.049374,14.183734,-4.45E-4,0.053401,0.014658,0.0,1.0,2196.568115
11.921058,-88.223312,-87.029869,2.677924,0.031967,2.677924,0.031967,-89.999855,-90.0,2.299949,0.591985,0.619912,297.454346,305.455292,0.022412,-0.053711,5.196787,-4.46E-4,0.053491,0.017815,0.0,1.0,2210.198486
12.912574,-88.220955,-87.027512,2.682663,0.034371,2.682663,0.034371,-89.999855,-90.0,2.303369,0.76046,0.707973,297.368591,305.299408,0.019776,-0.058972,18.544832,-4.57E-4,0.053558,0.020651,0.0,1.0,2225.365967
13.561166,-88.219185,-87.025742,2.685487,0.036453,2.685487,0.036453,-89.999855,-90.0,2.305831,0.881733,0.76572,297.315582,305.037048,0.018386,-0.061555,15.445463,-4.91E-4,0.053653,0.024939,0.0,1.0,2231.807617
14.510886,-88.216278,-87.022835,2.689134,0.040108,2.689134,0.040108,-89.999855,-90.0,2.309768,1.075203,0.850968,297.247284,304.44281,0.016683,-0.063409,16.872326,-5.21E-4,0.05371,0.027589,0.0,1.0,2238.501953
15.490238,-88.212868,-87.019424,2.692827,0.044686,2.692827,0.044686,-89.999855,-90.0,2.314252,1.294318,0.939297,297.187866,303.591583,0.015531,-0.063361,7.122337,-5.73E-4,0.053783,0.031004,0.0,1.0,2244.582764
16.171389,-88.210251,-87.016808,2.695522,0.048112,2.695522,0.048112,-89.999855,-90.0,2.317628,1.458206,1.001064,297.152954,302.871857,0.015137,-0.062332,7.83436,-6.38E-4,0.053857,0.033975,0.0,1.0,2248.389893
17.125788,-88.20623,-87.012787,2.699448,0.052956,2.699448,0.052956,-89.999855,-90.0,2.322716,1.703407,1.087885,297.114258,301.70874,0.014927,-0.059455,16.047565,-6.87E-4,0.05391,0.035721,0.0,1.0,2253.192139
17.780678,-88.203247,-87.009804,2.702387,0.056445,2.702387,0.056445,-89.999855,-90.0,2.32645,1.881939,1.148178,297.092957,300.819733,0.015039,-0.056916,17.645967,-7.57E-4,0.053989,0.037656,0.0,1.0,2256.170654
18.762997,-88.19841,-87.004967,2.706918,0.061772,2.706918,0.061772,-89.999855,-90.0,2.332426,2.165193,1.23768,297.0672,299.370514,0.015328,-0.052585,16.650871,-8.06E-4,0.054048,0.038721,0.0,1.0,2260.234619
19.418379,-88.194939,-87.001495,2.71012,0.065565,2.71012,0.065565,-89.999855,-90.0,2.336659,2.364098,1.300351,297.052002,298.341522,0.015495,-0.049755,6.848597,-8.82E-4,0.054138,0.040009,0.0,1.0,2262.718262
20.400007,-88.189369,-86.995926,2.714963,0.071559,2.714963,0.071559,-89.999855,-90.0,2.343381,2.677157,1.387206,297.029785,296.728333,0.015449,-0.045929,10.285497,-9.37E-4,0.054202,0.040768,0.0,1.0,2266.171387
21.05451,-88.185402,-86.991959,2.718378,0.07588,2.718378,0.07588,-89.999855,-90.0,2.348113,2.895431,1.447097,297.013153,295.620544,0.015122,-0.043985,17.094477,-0.001022,0.054299,0.041879,0.0,1.0,2268.325928
21.736696,-88.181068,-86.987625,2.721919,0.08053,2.721919,0.08053,-89.999855,-90.0,2.353254,3.130738,1.512281,296.993469,294.450958,0.014472,-0.042529,13.704385,-0.001084,0.054368,0.042711,0.0,1.0,2270.469482
22.689962,-88.174637,-86.981194,2.727031,0.087483,2.727031,0.087483,-89.999855,-90.0,2.360814,3.473445,1.596054,296.960968,292.806244,0.012807,-0.041507,18.769751,-0.00115,0.054438,0.043695,0.0,1.0,2273.331787
23.343601,-88.169991,-86.976547,2.730733,0.092491,2.730733,0.092491,-89.999855,-90.0,2.366244,3.717172,1.656448,296.934265,291.686005,0.011268,-0.041587,16.845144,-0.00125,0.054541,0.04532,0.0,1.0,2275.220215
24.323549,-88.162643,-86.9692,2.736324,0.100083,2.736324,0.100083,-89.999855,-90.0,2.374763,4.095698,1.747925,296.888885,290.037598,0.008366,-0.042503,15.081825,-0.001321,0.054615,0.046655,0.0,1.0,2277.966064
25.329258,-88.154633,-86.961189,2.742381,0.108014,2.742381,0.108014,-89.999855,-90.0,2.383989,4.500437,1.84004,296.836426,288.407135,0.004998,-0.044194,16.245007,-0.00143,0.054726,0.048924,0.0,1.0,2280.705322
25.92602,-88.149628,-86.956184,2.748203,0.113674,2.748203,0.113674,-89.999855,-90.0,2.389892,4.748415,2.022292,296.804504,287.478546,0.003483,-0.045136,15.431227,-0.001507,0.054808,0.050681,0.0,1.0,2282.303955
26.926386,-88.140739,-86.947296,2.758874,0.126426,2.758874,0.126426,-89.999855,-90.0,2.400797,5.177404,2.207726,296.750244,286.001068,-4.35E-4,-0.046582,7.167932,-0.001624,0.054964,0.053143,0.0,1.0,2284.948242
27.600691,-88.134392,-86.940948,2.763294,0.131671,2.763294,0.131671,-89.999855,-90.0,2.408585,5.475509,2.274283,296.71405,285.070953,-0.002565,-0.047424,14.159985,-0.001806,0.055177,0.055856,0.0,1.0,2286.705078
