airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,Command_fault,Command
93.24247,906.845703,908.039124,7.361215,4.376022,7.361215,4.376022,910.000122,910,1231.779541,89.789619,1081.670288,318.857117,161.273849,0.153846,0.354614,1115.78894,-0.020846,0.147254,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.220871,910.368164,911.561584,7.360199,4.374987,7.360199,4.374987,910.000122,910,1235.234497,89.805214,1081.431152,319.059631,161.469391,0.153834,0.354492,1115.519409,-0.020838,0.147224,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.212936,914.195251,915.388733,7.359173,4.373889,7.359173,4.373889,910.000122,910,1238.989014,89.82235,1081.176636,319.279694,161.682236,0.153822,0.354363,1115.222778,-0.020833,0.147204,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.214844,919.545593,920.739014,7.357806,4.372391,7.357806,4.372391,920.000122,920,1244.243896,89.846657,1080.838623,319.587646,161.980682,0.153804,0.354185,1114.523438,-0.020828,0.147183,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.208801,925.043884,926.237305,7.356336,4.370882,7.356336,4.370882,920.000122,920,1249.647217,89.872025,1080.500732,319.904266,162.288208,0.153787,0.354006,1113.781372,-0.020821,0.147156,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.205841,928.559326,929.752808,7.35539,4.369942,7.35539,4.369942,930.000122,930,1253.098389,89.888428,1080.288696,320.106445,162.484955,0.15378,0.353894,1113.57251,-0.020814,0.147127,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.202194,934.364075,935.557556,7.354064,4.368466,7.354064,4.368466,930.000122,930,1258.799072,89.915871,1079.955444,320.44043,162.81041,0.153765,0.353714,1113.176758,-0.020809,0.147108,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.208466,937.872375,939.065796,7.353195,4.367592,7.353195,4.367592,940.000122,940,1262.248535,89.932686,1079.763428,320.642456,163.007629,0.153758,0.353604,1112.723267,-0.020802,0.147081,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.192268,943.516846,944.710327,7.351967,4.366256,7.351967,4.366256,940.000122,940,1267.796509,89.960037,1079.46521,320.967377,163.325211,0.153746,0.353431,1112.232178,-0.020798,0.147064,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.193932,948.697144,949.890564,7.350784,4.36506,7.350784,4.36506,950.000122,950,1272.893433,89.985519,1079.202881,321.265778,163.617294,0.153737,0.353272,1111.587891,-0.020792,0.147039,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.210243,952.658447,953.851929,7.349903,4.364173,7.349903,4.364173,950.000122,950,1276.790161,90.005219,1079.006958,321.493866,163.84079,0.153729,0.35315,1111.197876,-0.020786,0.147016,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.187347,957.839661,959.033081,7.348915,4.363057,7.348915,4.363057,960.000122,960,1281.884888,90.031265,1078.76416,321.792053,164.133163,0.153719,0.352995,1110.87915,-0.020782,0.146998,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.184776,961.804749,962.99823,7.348104,4.362218,7.348104,4.362218,960.000122,960,1285.780029,90.051392,1078.588867,322.019989,164.356781,0.15371,0.352876,1110.886963,-0.020776,0.146978,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.185654,967.284241,968.477661,7.347055,4.361094,7.347055,4.361094,970.000122,970,1291.172363,90.079559,1078.351929,322.33548,164.666428,0.153699,0.352714,1110.381592,-0.020772,0.146962,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.179832,970.940247,972.133667,7.34632,4.360359,7.34632,4.360359,970.000122,970,1294.766602,90.098534,1078.198975,322.545715,164.872818,0.153693,0.352608,1110.300903,-0.020767,0.146941,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.176933,976.418457,977.611938,7.345358,4.359303,7.345358,4.359303,980.000122,980,1300.157104,90.127281,1077.978027,322.860992,165.182281,0.153683,0.352452,1109.955933,-0.020764,0.146926,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.173988,980.072754,981.266235,7.344678,4.358615,7.344678,4.358615,980.000122,980,1303.750122,90.146629,1077.837402,323.071075,165.388489,0.153677,0.352349,1109.89917,-0.020759,0.146907,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.182411,985.543945,986.737366,7.34376,4.357631,7.34376,4.357631,990.000122,990,1309.138794,90.175934,1077.634033,323.386139,165.697556,0.153669,0.352197,1109.326904,-0.020755,0.146894,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.170074,991.01532,992.208801,7.342791,4.356676,7.342791,4.356676,990.000122,990,1314.526367,90.205566,1077.437988,323.70105,166.006302,0.153661,0.352047,1108.958862,-0.020751,0.146875,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.168587,994.363098,995.556519,7.342197,4.35611,7.342197,4.35611,990.000122,990,1317.818359,90.223839,1077.320313,323.893433,166.194778,0.153658,0.351955,1109.01416,-0.020746,0.146856,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.169502,1000.132202,1001.325623,7.341333,4.355179,7.341333,4.355179,1000.000122,1000,1323.503662,90.255676,1077.127563,324.225616,166.519943,0.15365,0.351801,1108.442139,-0.020743,0.146844,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.184441,1003.778076,1004.971497,7.340736,4.354602,7.340736,4.354602,1000.000122,1000,1327.093994,90.27597,1077.012329,324.435364,166.725021,0.153646,0.351703,1108.277588,-0.020739,0.146827,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.158257,1009.248413,1010.441833,7.339924,4.353774,7.339924,4.353774,1010.000122,1010,1332.478516,90.306671,1076.844727,324.749847,167.032196,0.153639,0.351558,1108.225464,-0.020736,0.146815,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.160782,1012.739258,1013.932678,7.339383,4.353255,7.339383,4.353255,1010.000122,1010,1335.918335,90.326454,1076.741211,324.950684,167.228149,0.153635,0.351466,1108.000854,-0.020732,0.146798,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.157585,1018.35614,1019.549622,7.338589,4.352452,7.338589,4.352452,1020.000122,1020,1341.451172,90.358528,1076.581665,325.273712,167.542862,0.153628,0.351321,1107.824951,-0.02073,0.146788,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.160316,1021.995117,1023.188538,7.338036,4.351941,7.338036,4.351941,1020.000122,1020,1345.039551,90.379509,1076.480957,325.483154,167.746643,0.153624,0.351228,1107.522095,-0.020726,0.146772,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.154663,1027.154175,1028.347534,7.33734,4.351249,7.33734,4.351249,1030.000122,1030,1350.122681,90.409454,1076.34314,325.779816,168.034836,0.153619,0.351098,1107.402588,-0.020724,0.146761,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.154022,1030.935547,1032.129028,7.336795,4.35075,7.336795,4.35075,1030.000122,1030,1353.859741,90.431648,1076.246094,325.997864,168.246368,0.153615,0.351003,1106.729614,-0.02072,0.146747,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.159676,1036.387939,1037.581421,7.336074,4.350063,7.336074,4.350063,1040.000122,1040,1359.240601,90.463844,1076.109741,326.311768,168.550415,0.15361,0.350868,1106.319214,-0.020718,0.146736,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.148628,1040.183716,1041.377075,7.335556,4.349599,7.335556,4.349599,1040.000122,1040,1362.976929,90.486374,1076.018799,326.529663,168.761169,0.153608,0.350775,1106.619873,-0.020715,0.146721,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.16584,1045.632935,1046.826416,7.334886,4.348956,7.334886,4.348956,1050.000122,1050,1368.356689,90.519051,1075.893921,326.843353,169.064102,0.153603,0.350643,1106.147095,-0.020712,0.146711,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.141907,1050.938721,1052.13208,7.334213,4.348361,7.334213,4.348361,1050.000122,1050,1373.586426,90.551086,1075.778442,327.148254,169.357971,0.153599,0.350516,1106.241089,-0.020709,0.146698,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.144165,1054.574463,1055.767944,7.333734,4.34796,7.333734,4.34796,1050.000122,1050,1377.172241,90.573212,1075.700073,327.357239,169.559143,0.153597,0.350429,1106.176758,-0.020706,0.146684,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.150238,1060.175903,1061.369385,7.333089,4.347368,7.333089,4.347368,1060.000122,1060,1382.699829,90.607544,1075.584595,327.679352,169.868744,0.153593,0.350297,1105.934082,-0.020705,0.146675,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.142296,1063.658691,1064.852173,7.33266,4.347007,7.33266,4.347007,1060.000122,1060,1386.13562,90.629036,1075.516479,327.879517,170.060867,0.15359,0.350215,1105.876465,-0.020702,0.146662,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.139671,1069.256226,1070.449707,7.332033,4.346451,7.332033,4.346451,1070.000122,1070,1391.662354,90.663826,1075.410767,328.201416,170.369461,0.153587,0.350086,1105.586914,-0.0207,0.146653,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.140724,1072.736328,1073.929688,7.331604,4.34611,7.331604,4.34611,1070.000122,1070,1395.097534,90.685593,1075.347046,328.401489,170.560989,0.153584,0.350006,1105.474731,-0.020697,0.146641,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.13681,1078.182861,1079.376221,7.331004,4.345602,7.331004,4.345602,1080.000122,1080,1400.473999,90.719864,1075.249512,328.714508,170.860352,0.153581,0.349882,1105.355835,-0.020696,0.146632,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.154373,1081.962769,1083.156128,7.330561,4.345255,7.330561,4.345255,1080.000122,1080,1404.207397,90.74382,1075.184692,328.931824,171.067963,0.15358,0.349797,1105.175415,-0.020693,0.14662,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.131737,1087.4104,1088.603882,7.329986,4.344779,7.329986,4.344779,1090.000122,1090,1409.58313,90.778519,1075.09436,329.24469,171.366547,0.153577,0.349676,1105.267212,-0.020692,0.146611,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.130386,1092.852295,1094.045654,7.329386,4.344318,7.329386,4.344318,1090.000122,1090,1414.958374,90.813461,1075.008301,329.557465,171.664703,0.153574,0.349555,1105.08667,-0.020689,0.1466,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.129906,1096.330078,1097.523438,7.328999,4.344032,7.328999,4.344032,1100.000122,1100,1418.392334,90.835907,1074.954102,329.757202,171.854996,0.153573,0.349478,1105.060913,-0.020687,0.146588,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.129791,1101.77002,1102.963379,7.328463,4.343603,7.328463,4.343603,1100.000122,1100,1423.766846,90.871246,1074.874146,330.069794,172.152573,0.153571,0.34936,1104.882324,-0.020686,0.14658,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.136749,1105.39502,1106.588379,7.328067,4.343321,7.328067,4.343321,1100.000122,1100,1427.349731,90.894928,1074.82312,330.278137,172.350784,0.153569,0.349281,1104.701782,-0.020684,0.146569,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.134087,1110.829956,1112.023438,7.327522,4.342915,7.327522,4.342915,1110.000122,1110,1432.723633,90.930649,1074.747681,330.590546,172.647873,0.153567,0.349164,1104.393799,-0.020682,0.146561,0.1,0,1, set /instrumentation/heading-indicator/serviceable true, turn_+45
93.143013,1116.414307,1117.607788,7.326946,4.34251,7.326946,4.34251,1120.000122,1120,1438.24646,90.96759,1074.673584,330.91153,172.952957,0.153565,0.349045,1104.088501,-0.020681,0.14655,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.122612,1119.73584,1120.929321,7.326601,4.342275,7.326601,4.342275,1120.000122,1120,1441.530151,90.98967,1074.630005,330.91153,173.134262,0.153564,0.348975,1104.042358,-0.020679,0.146539,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.120255,1125.472168,1126.665649,7.326072,4.341887,7.326072,4.341887,1130.000122,1130,1447.201538,91.028,1074.560181,330.91153,173.447266,0.153562,0.348855,1103.991455,-0.020677,0.146532,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.119263,1129.09436,1130.287842,7.325694,4.341645,7.325694,4.341645,1130.000122,1130,1450.783325,91.05233,1074.517456,330.91153,173.644867,0.153561,0.348778,1103.94104,-0.020676,0.146521,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.121071,1134.523804,1135.717285,7.325188,4.341297,7.325188,4.341297,1130.000122,1130,1456.155762,91.088997,1074.45459,330.91153,173.941162,0.15356,0.348666,1103.718262,-0.020675,0.146514,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.117844,1138.144775,1139.338257,7.324824,4.341069,7.324824,4.341069,1140.000122,1140,1459.737183,91.113556,1074.414429,330.91153,174.138626,0.153559,0.348591,1103.67688,-0.020673,0.146504,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.135048,1143.574219,1144.7677,7.324329,4.340742,7.324329,4.340742,1140.000122,1140,1465.109131,91.150574,1074.356201,330.91153,174.434769,0.153557,0.34848,1103.553589,-0.020672,0.146496,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.114441,1148.849121,1150.042603,7.323824,4.340431,7.323824,4.340431,1150.000122,1150,1470.331543,91.186745,1074.30188,330.91153,174.72261,0.153556,0.348372,1103.324341,-0.02067,0.146487,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.11235,1152.468506,1153.661987,7.323461,4.340221,7.323461,4.340221,1150.000122,1150,1473.912476,91.211662,1074.264771,330.91153,174.919952,0.153555,0.348299,1103.345459,-0.020669,0.146476,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.111908,1157.895386,1159.088867,7.322978,4.339921,7.322978,4.339921,1160.000122,1160,1479.283691,91.249191,1074.210938,330.91153,175.215942,0.153554,0.34819,1103.286133,-0.020668,0.146469,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.129448,1161.662964,1162.856445,7.322615,4.339714,7.322615,4.339714,1160.000122,1160,1483.01355,91.275368,1074.175659,330.91153,175.421463,0.153554,0.348114,1103.195679,-0.020666,0.14646,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.116722,1166.932861,1168.126221,7.322145,4.339436,7.322145,4.339436,1170.000122,1170,1488.235107,91.312172,1074.127075,330.91153,175.709152,0.153553,0.348009,1102.893433,-0.020665,0.146452,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.106232,1170.703613,1171.897095,7.321789,4.33924,7.321789,4.33924,1170.000122,1170,1491.964722,91.338562,1074.093872,330.91153,175.914642,0.153552,0.347934,1103.119751,-0.020664,0.146443,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.113472,1175.97644,1177.169922,7.321331,4.338975,7.321331,4.338975,1180.000122,1180,1497.185791,91.375656,1074.049194,330.91153,176.202286,0.153552,0.34783,1103.0802,-0.020663,0.146436,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.104004,1179.743774,1180.937256,7.320972,4.338788,7.320972,4.338788,1180.000122,1180,1500.915161,91.402252,1074.018066,330.91153,176.407715,0.153551,0.347756,1103.133789,-0.020662,0.146427,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.104645,1185.014404,1186.207886,7.320509,4.338534,7.320509,4.338534,1180.000122,1180,1506.135986,91.439636,1073.974976,330.91153,176.695297,0.15355,0.347653,1103.005981,-0.020661,0.146419,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.100845,1188.781006,1189.974365,7.320156,4.338355,7.320156,4.338355,1190.000122,1190,1509.86499,91.466431,1073.945313,330.91153,176.900681,0.15355,0.347579,1103.07312,-0.02066,0.14641,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.107925,1194.191772,1195.385254,7.319691,4.338104,7.319691,4.338104,1190.000122,1190,1515.234619,91.505165,1073.904053,330.91156,177.196396,0.153549,0.347474,1102.521973,-0.020659,0.146403,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.09359,1197.502075,1198.695557,7.319388,4.337955,7.319388,4.337955,1200.000122,1200,1518.515869,91.528923,1073.880127,330.91156,177.37706,0.153549,0.34741,1102.478149,-0.020658,0.146394,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.096664,1202.917725,1204.111084,7.318917,4.337716,7.318917,4.337716,1200.000122,1200,1523.885254,91.567917,1073.841431,330.91156,177.672638,0.153549,0.347306,1102.374634,-0.020657,0.146388,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.094696,1208.637329,1209.830811,7.318386,4.337467,7.318386,4.337467,1210.000122,1210,1529.552612,91.609261,1073.800537,330.91156,177.984543,0.153548,0.347196,1102.511719,-0.020656,0.146378,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.093918,1211.946777,1213.140259,7.318074,4.337325,7.318074,4.337325,1210.000122,1210,1532.833618,91.63327,1073.776489,330.91156,178.165054,0.153548,0.347133,1102.485474,-0.020655,0.146368,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.092674,1217.360107,1218.553589,7.317634,4.337101,7.317634,4.337101,1220.000122,1220,1538.202393,91.672691,1073.740723,330.91156,178.460342,0.153548,0.34703,1102.365967,-0.020654,0.146361,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.09269,1221.11377,1222.307129,7.317294,4.336947,7.317294,4.336947,1220.000122,1220,1541.930664,91.70015,1073.717651,330.91156,178.665314,0.153548,0.346958,1102.020264,-0.020653,0.146353,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.109413,1226.670044,1227.863403,7.316812,4.336723,7.316812,4.336723,1230.000122,1230,1547.448242,91.740929,1073.683472,330.91156,178.968536,0.153547,0.346853,1101.635742,-0.020652,0.146346,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.087311,1230.128052,1231.321411,7.31649,4.336585,7.31649,4.336585,1230.000122,1230,1550.878052,91.76635,1073.662231,330.91156,179.156921,0.153547,0.346787,1101.727417,-0.020651,0.146336,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.086151,1235.54248,1236.73584,7.316036,4.336374,7.316036,4.336374,1240.000122,1240,1556.246216,91.806267,1073.630371,330.91156,179.451645,0.153547,0.346686,1101.951416,-0.02065,0.14633,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.085373,1239.149292,1240.342773,7.315702,4.336234,7.315702,4.336234,1240.000122,1240,1559.824951,91.832947,1073.609863,330.91156,179.64801,0.153546,0.346618,1101.939941,-0.020649,0.146321,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.08519,1244.55835,1245.751831,7.315239,4.336028,7.315239,4.336028,1240.000122,1240,1565.192993,91.873093,1073.579102,330.91156,179.942368,0.153546,0.346517,1101.88623,-0.020649,0.146314,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.081894,1250.122925,1251.316406,7.314736,4.335819,7.314736,4.335819,1250.000122,1250,1570.709961,91.91449,1073.548584,330.91156,180.244659,0.153546,0.346413,1102.169189,-0.020648,0.146305,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.08136,1253.725708,1254.919189,7.314403,4.335685,7.314403,4.335685,1250.000122,1250,1574.28833,91.941422,1073.528198,330.91156,180.440598,0.153546,0.346346,1101.989868,-0.020647,0.146295,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.080322,1259.137207,1260.330688,7.313963,4.335491,7.313963,4.335491,1260.000122,1260,1579.655884,91.981918,1073.500366,330.91156,180.734283,0.153546,0.346246,1102.152222,-0.020646,0.146288,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.079559,1262.743408,1263.93689,7.313637,4.33536,7.313637,4.33536,1260.000122,1260,1583.234253,92.008987,1073.483276,330.91156,180.929932,0.153546,0.346179,1102.183228,-0.020645,0.146279,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.078194,1268.149902,1269.343262,7.313176,4.335167,7.313176,4.335167,1270.000122,1270,1588.601563,92.049698,1073.45752,330.91156,181.223145,0.153546,0.346079,1102.097168,-0.020645,0.146273,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.077286,1271.754028,1272.947388,7.312841,4.335039,7.312841,4.335039,1270.000122,1270,1592.179688,92.076904,1073.440308,330.91156,181.418472,0.153546,0.346012,1102.067139,-0.020644,0.146264,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.075882,1277.158691,1278.352173,7.312383,4.33485,7.312383,4.33485,1280.000122,1280,1597.546875,92.117813,1073.414917,330.911591,181.711197,0.153545,0.345913,1101.983765,-0.020643,0.146257,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.078079,1280.601074,1281.794556,7.312064,4.334728,7.312064,4.334728,1280.000122,1280,1600.97583,92.144012,1073.399292,330.911591,181.898056,0.153545,0.34585,1101.402588,-0.020642,0.146248,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.072372,1286.001343,1287.194702,7.311601,4.334542,7.311601,4.334542,1290.000122,1290,1606.342773,92.185112,1073.374756,330.911591,182.190292,0.153545,0.345751,1101.306885,-0.020642,0.146241,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.070549,1289.754761,1290.948242,7.311255,4.334414,7.311255,4.334414,1290.000122,1290,1610.069702,92.213715,1073.358154,330.911591,182.393036,0.153545,0.345682,1101.459717,-0.020641,0.146232,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.071198,1294.999634,1296.193115,7.310815,4.334246,7.310815,4.334246,1290.000122,1290,1615.287354,92.253853,1073.335449,330.911591,182.676651,0.153545,0.345586,1101.145386,-0.02064,0.146225,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.075516,1300.544678,1301.738159,7.310321,4.334076,7.310321,4.334076,1300.000122,1300,1620.803101,92.296394,1073.312256,330.911591,182.976135,0.153544,0.345484,1100.942627,-0.020639,0.146216,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.086021,1304.142456,1305.335815,7.30999,4.333972,7.30999,4.333972,1300.000122,1300,1624.380737,92.324043,1073.295898,330.911591,183.170212,0.153544,0.345418,1100.892822,-0.020638,0.146206,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.06427,1307.588623,1308.782104,7.30971,4.333878,7.30971,4.333878,1310.000122,1310,1627.809326,92.350586,1073.280396,330.911591,183.356079,0.153543,0.345355,1100.819824,-0.020638,0.1462,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.058922,1313.136108,1314.329468,7.309263,4.333732,7.309263,4.333732,1310.000122,1310,1633.324707,92.393364,1073.259644,330.911591,183.654831,0.15354,0.345253,1100.92334,-0.020638,0.146194,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.054199,1318.527222,1319.720703,7.308766,4.333592,7.308766,4.333592,1320.000122,1320,1638.690918,92.435081,1073.236084,330.911591,183.945206,0.153538,0.345153,1100.716431,-0.020637,0.146185,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.059074,1321.973267,1323.166748,7.30844,4.333505,7.30844,4.333505,1320.000122,1320,1642.119263,92.461777,1073.21875,330.911591,184.130569,0.153536,0.34509,1100.7146,-0.020636,0.146175,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.060555,1327.217041,1328.410522,7.307989,4.333378,7.307989,4.333378,1330.000122,1330,1647.336304,92.502472,1073.192749,330.911591,184.412415,0.153533,0.344996,1100.71814,-0.020636,0.146169,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.055,1331.113647,1332.307129,7.307609,4.333286,7.307609,4.333286,1330.000122,1330,1651.21167,92.532753,1073.172607,330.911591,184.621613,0.15353,0.344926,1100.824707,-0.020635,0.14616,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.055595,1336.350952,1337.544434,7.307129,4.333169,7.307129,4.333169,1340.000122,1340,1656.428467,92.573586,1073.142578,330.911591,184.903015,0.153527,0.344833,1100.535645,-0.020635,0.146152,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.051865,1339.798706,1340.992188,7.306784,4.333095,7.306784,4.333095,1340.000122,1340,1659.856445,92.600456,1073.122437,330.911591,185.087799,0.153525,0.344771,1100.73877,-0.020634,0.146143,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.049683,1345.188599,1346.38208,7.306274,4.332985,7.306274,4.332985,1340.000122,1340,1665.222046,92.64257,1073.088501,330.911591,185.376816,0.153522,0.344677,1100.686523,-0.020634,0.146136,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.047043,1350.723145,1351.916626,7.305701,4.332876,7.305701,4.332876,1350.000122,1350,1670.736328,92.685936,1073.050659,330.911591,185.673615,0.153518,0.344579,1100.416138,-0.020633,0.146125,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.047005,1354.31604,1355.509521,7.30531,4.332807,7.30531,4.332807,1350.000122,1350,1674.31311,92.714104,1073.02356,330.911591,185.865997,0.153516,0.344516,1100.454224,-0.020633,0.146114,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.046478,1359.851807,1361.045288,7.30477,4.332704,7.30477,4.332704,1360.000122,1360,1679.827148,92.757584,1072.981201,330.911591,186.162415,0.153513,0.344419,1100.366943,-0.020632,0.146106,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.041801,1363.441284,1364.634766,7.304384,4.332636,7.304384,4.332636,1360.000122,1360,1683.403809,92.785828,1072.953735,330.911621,186.354553,0.15351,0.344356,1100.278198,-0.020632,0.146095,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
93.040825,1368.827271,1370.02063,7.303833,4.332533,7.303833,4.332533,1370.000122,1370,1688.768433,92.828232,1072.911011,330.911621,186.642609,0.153506,0.344263,1100.262695,-0.020632,0.146088,0.1,0,1, set /instrumentation/heading-indicator/serviceable false, turn_+45
