airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,Command_fault,Command
24.878872,-230.814911,-229.621475,3.043641,0.688981,2.712346,-0.415333,-229.999863,-230.0,17.857666,5.8E-5,0.00268,297.864044,102.427795,0.043807,-0.030526,-1672.328003,-0.0,0.0,0.0,0.0,0.0,605.237,, takeoff
24.941084,-236.452713,-235.259262,3.05051,0.706365,2.714003,-0.415324,-229.999863,-230.0,17.857676,5.7E-5,0.002479,297.863159,99.393364,0.043801,-0.027501,-1673.127686,-0.0,0.0,0.0,0.0,0.0,605.126282,, takeoff
24.892763,-244.339355,-243.14592,2.867122,0.11325,2.708496,-0.415503,-239.999863,-240.0,17.857641,7.9E-5,-0.017485,297.862,95.367599,0.043704,-0.023765,-1673.790405,-0.010091,0.05428,4.4E-5,0.0,1.0,674.737732,, takeoff
24.896412,-249.520142,-248.326691,2.746474,-0.225211,2.689036,-0.416671,-249.999863,-250.0,17.857553,1.79E-4,-0.038956,297.861237,92.885712,0.043548,-0.021616,-1674.057617,-0.001618,0.05417,1.02E-4,0.0,1.0,781.257202,, takeoff
24.897837,-257.867828,-256.674377,2.636163,-0.422194,2.636163,-0.422194,-249.999863,-250.0,17.857342,9.03E-4,-0.025792,297.859924,89.201462,0.042946,-0.018672,-1674.849121,0.003217,0.053781,1.4E-4,0.0,1.0,1009.974304,, takeoff
24.923559,-263.506744,-262.313324,2.617354,-0.428873,2.617354,-0.428873,-259.999847,-260.0,17.857315,0.002849,0.010886,297.858704,86.945625,0.042541,-0.017044,-1675.235352,0.006031,0.052723,2.06E-4,0.0,1.0,1181.266113,, takeoff
24.912327,-271.396454,-270.203003,2.61595,-0.441759,2.61595,-0.441759,-269.999847,-270.0,17.857492,0.009864,0.060159,297.855865,84.126366,0.042632,-0.015291,-1675.463257,0.006127,0.052347,2.67E-4,0.0,1.0,1416.054077,, takeoff
24.922598,-279.510742,-278.317291,2.631868,-0.457837,2.631868,-0.457837,-279.999847,-280.0,17.857925,0.02552,0.110905,297.850708,81.658981,0.04368,-0.014169,-1675.557251,0.006311,0.052319,4.09E-4,0.0,1.0,1630.446655,, takeoff
24.963352,-284.918579,-283.725128,2.647409,-0.469078,2.647409,-0.469078,-279.999847,-280.0,17.858351,0.042529,0.143631,297.845276,80.265244,0.044964,-0.013839,-1675.520508,0.006541,0.052637,6.67E-4,0.0,1.0,1752.160645,, takeoff
23.851171,-292.631775,-291.438324,2.671929,-0.484999,2.671929,-0.484999,-289.999847,-290.0,17.859169,0.079143,0.191296,297.833557,78.598404,0.04756,-0.014008,-1668.609009,0.006701,0.052948,9.38E-4,0.0,1.0,1897.560669,, takeoff
21.489901,-297.311096,-296.117645,2.68957,-0.495763,2.68957,-0.495763,-289.999847,-290.0,17.859934,0.116802,0.229314,297.821167,77.641525,0.049721,-0.014677,-1624.046875,0.006929,0.053439,0.001524,0.0,1.0,1982.603516,, takeoff
18.768639,-302.19812,-301.0047,2.709885,-0.508198,2.709885,-0.508198,-299.999847,-300.0,17.861183,0.183248,0.283611,297.799622,76.728157,0.051665,-0.016181,-1515.786865,0.007082,0.053791,0.002144,0.0,1.0,2070.551758,, takeoff
17.191442,-304.810577,-303.617126,2.721712,-0.515253,2.721712,-0.515253,-299.999847,-300.0,17.8622,0.239981,0.32451,297.781433,76.345375,0.052991,-0.017598,-1418.026245,0.00726,0.054198,0.003221,0.0,1.0,2116.189697,, takeoff
15.248567,-307.864594,-306.671143,2.735747,-0.523663,2.735747,-0.523663,-309.999847,-310.0,17.863985,0.342957,0.388789,297.75061,76.129944,0.054656,-0.019951,-1245.555908,0.007361,0.054434,0.004131,0.0,1.0,2167.038818,, takeoff
14.227039,-309.444489,-308.251068,2.743363,-0.527995,2.743363,-0.527995,-309.999847,-310.0,17.865364,0.423825,0.434779,297.728119,76.215683,0.055661,-0.021608,-1117.794312,0.007481,0.054715,0.005672,0.0,1.0,2191.65625,, takeoff
13.090949,-311.290924,-310.097473,2.752383,-0.532854,2.752383,-0.532854,-309.999847,-310.0,17.867727,0.563698,0.5078,297.694275,76.668022,0.056705,-0.02375,-913.202759,0.007543,0.054867,0.006796,0.0,1.0,2218.125977,, takeoff
12.404092,-312.655609,-311.462158,2.759636,-0.536201,2.759636,-0.536201,-309.999847,-310.0,17.870462,0.725877,0.583769,297.66156,77.480392,0.057509,-0.025363,-699.961731,0.007612,0.055048,0.008488,0.0,1.0,2235.27002,, takeoff
12.174086,-313.361053,-312.167603,2.763729,-0.537784,2.763729,-0.537784,-309.999847,-310.0,17.872499,0.846296,0.635386,297.641724,78.204414,0.057986,-0.025978,-557.303833,0.00766,0.055193,0.010124,0.0,1.0,2242.902588,, takeoff
12.126371,-314.184601,-312.99115,2.768981,-0.539486,2.768981,-0.539486,-309.999847,-310.0,17.875881,1.045115,0.715275,297.617767,79.535393,0.058756,-0.02584,-352.343475,0.007683,0.055275,0.011116,0.0,1.0,2250.191162,, takeoff
