airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm
6.524524,-87.981285,-86.787834,2.968555,1.351556,2.590953,0.092884,-89.999855,-90.0,2.286515,0.0,0.007704,297.867218,277.956146,0.012365,-0.046169,-10.705199,-0.0,0.0,0.0,0.0,0.0,600.211731
6.584914,-87.991547,-86.798103,2.974168,1.369174,2.591225,0.0927,-89.999855,-90.0,2.286543,0.0,0.007972,297.866364,280.240845,0.012393,-0.041772,-9.642286,-0.0,0.0,0.0,0.0,0.0,600.246033
6.685746,-88.003632,-86.810181,2.770965,0.71757,2.583291,0.09199,-89.999855,-90.0,2.286546,3.7E-5,-0.010551,297.865051,283.610504,0.012305,-0.035979,-17.46781,-0.01956,0.051824,4.3E-5,0.0,1.0,672.785889
6.757633,-88.009949,-86.816498,2.63424,0.331035,2.56202,0.090299,-89.999855,-90.0,2.286479,1.45E-4,-0.031185,297.864044,285.794952,0.012214,-0.032623,-10.807487,-0.013603,0.051771,8.5E-5,0.0,1.0,784.605652
6.899795,-88.017448,-86.824005,2.509512,0.084407,2.509512,0.084407,-89.999855,-90.0,2.28631,7.5E-4,-0.017753,297.862335,288.942047,0.012191,-0.028292,-9.658731,-0.004729,0.05124,1.59E-4,0.0,1.0,1004.759521
7.046223,-88.021408,-86.827965,2.491765,0.077776,2.491765,0.077776,-89.999855,-90.0,2.286321,0.002354,0.022509,297.861053,290.934875,0.012753,-0.025828,-16.661478,-0.001206,0.05019,2.44E-4,0.0,1.0,1165.380615
7.362641,-88.026085,-86.832642,2.493103,0.064464,2.493103,0.064464,-89.999855,-90.0,2.286593,0.008816,0.08173,297.858582,293.737885,0.014852,-0.022728,-14.552725,-0.001111,0.049835,3.08E-4,0.0,1.0,1401.056641
7.644027,-88.028511,-86.835068,2.503664,0.054089,2.503664,0.054089,-89.999855,-90.0,2.286935,0.01732,0.119514,297.856049,295.467834,0.017199,-0.021092,-13.832398,-9.89E-4,0.049802,3.84E-4,0.0,1.0,1544.555908
8.172031,-88.031296,-86.837845,2.524793,0.03772,2.524793,0.03772,-89.999855,-90.0,2.287683,0.038977,0.174849,297.849884,297.833527,0.021366,-0.019324,-14.909788,-7.73E-4,0.050073,5.58E-4,0.0,1.0,1729.895142
8.589866,-88.032669,-86.839218,2.539797,0.026919,2.539797,0.026919,-89.999855,-90.0,2.288339,0.060771,0.212901,297.843414,299.247711,0.024151,-0.018658,-7.935238,-5.39E-4,0.050496,8.67E-4,0.0,1.0,1831.885742
9.054215,-88.033707,-86.840263,2.554028,0.016704,2.554028,0.016704,-89.999855,-90.0,2.289126,0.089447,0.252359,297.834717,300.524994,0.028533,-0.018405,-14.244572,-3.85E-4,0.050796,0.00119,0.0,1.0,1917.213623
9.054215,-88.033707,-86.840263,2.554028,0.016704,2.554028,0.016704,-89.999855,-90.0,2.289126,0.089447,0.252359,297.834717,300.524994,0.028533,-0.018405,-14.244572,-3.85E-4,0.050796,0.00119,0.0,1.0,1917.213623
