airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle
6.513291,-87.936813,-86.74337,2.975032,1.373297,2.590917,0.092914,-89.999855,-90,2.28651,0,0.008039,297.868011,277.573853,0.012366,-0.051964,-14.965729,0,0,0,0,0
6.556243,-87.947258,-86.753815,2.973317,1.366493,2.591192,0.092741,-89.999855,-90,2.286537,0,0.006967,297.867157,279.861542,0.012414,-0.047013,-13.640539,0,0,0,0,0
6.61552,-87.959557,-86.766113,2.775731,0.733455,2.5834,0.092351,-89.999855,-90,2.286532,3.50E-05,-0.012226,297.865845,283.240936,0.012349,-0.040476,-8.849756,-0.019521,0.051824,4.30E-05,0,1
6.659655,-87.965988,-86.772545,2.637501,0.341531,2.562377,0.091117,-89.999855,-90,2.286459,1.41E-04,-0.033262,297.864899,285.435211,0.012246,-0.036677,-15.30001,-0.010478,0.051668,1.08E-04,0,1
6.759992,-87.973625,-86.780182,2.510297,0.086035,2.510297,0.086035,-89.999855,-90,2.28628,7.41E-04,-0.019696,297.86319,288.601501,0.012032,-0.031757,-14.932146,-0.004879,0.051248,1.56E-04,0,1
6.878445,-87.977654,-86.78421,2.492951,0.07995,2.492951,0.07995,-89.999855,-90,2.286284,0.002338,0.020969,297.861938,290.609863,0.011837,-0.028947,-8.310084,-0.001229,0.050206,2.41E-04,0,1
7.152801,-87.982414,-86.788971,2.495412,0.067568,2.495412,0.067568,-89.999855,-90,2.286547,0.008779,0.080022,297.859344,293.439636,0.014189,-0.02541,-19.178179,-0.001142,0.049859,3.04E-04,0,1
7.405938,-87.984886,-86.791443,2.507041,0.057849,2.507041,0.057849,-89.999855,-90,2.286884,0.017262,0.11804,297.856567,295.189453,0.0165,-0.023543,-18.816896,-9.65E-04,0.049908,4.33E-04,0,1
7.877779,-87.987656,-86.794212,2.529369,0.043001,2.529369,0.043001,-89.999855,-90,2.287599,0.03811,0.17562,297.849731,297.524658,0.020869,-0.021603,-6.21993,-8.26E-04,0.050141,5.72E-04,0,1
8.265028,-87.989075,-86.795631,2.545821,0.032995,2.545821,0.032995,-89.999855,-90,2.288243,0.059604,0.211695,297.842194,298.967133,0.024075,-0.020885,-15.131463,-6.14E-04,0.050587,9.14E-04,0,1
8.495128,-87.9897,-86.796257,2.554432,0.027857,2.554432,0.027857,-89.999855,-90,2.288645,0.074057,0.229381,297.836792,299.692047,0.027508,-0.020729,-17.686621,-6.14E-04,0.050587,9.14E-04,0,1
8.531692,-87.989784,-86.796341,2.555743,0.027081,2.555743,0.027081,-89.999855,-90,2.28871,0.076467,0.232396,297.835876,299.799988,0.027508,-0.020719,-18.016579,-4.71E-04,0.050916,0.001291,0,1
10.246565,-87.991989,-86.798546,2.601383,0.002254,2.601383,0.002254,-89.999855,-90,2.292235,0.222903,0.383597,297.775391,303.371338,0.029416,-0.023726,-16.66976,-3.87E-04,0.051115,0.001607,0,1
10.8093,-87.991974,-86.798531,2.611525,-0.002587,2.611525,-0.002587,-89.999855,-90,2.293599,0.284825,0.430759,297.748016,304.094147,0.028883,-0.025824,-16.602856,-3.20E-05,0.052028,0.004631,0,1
11.686131,-87.99157,-86.798126,2.621926,-0.007735,2.621926,-0.007735,-89.999855,-90,2.295942,0.394898,0.50502,297.705566,304.902893,0.028189,-0.028743,-14.872932,3.70E-05,0.05223,0.006,0,1
12.286981,-87.991051,-86.797607,2.627889,-0.010031,2.627889,-0.010031,-89.999855,-90,2.297719,0.479901,0.55771,297.675842,305.260529,0.027792,-0.030655,-12.341851,1.10E-04,0.052439,0.008122,0,1
13.205105,-87.989929,-86.796486,2.635607,-0.012116,2.635607,-0.012116,-89.999855,-90,2.300719,0.624902,0.638971,297.632019,305.531555,0.027211,-0.033004,-1.239408,1.43E-04,0.052558,0.009608,0,1
13.824984,-87.988945,-86.795502,2.640284,-0.01279,2.640284,-0.01279,-89.999855,-90,2.302948,0.733177,0.693771,297.603455,305.541077,0.026901,-0.034267,11.408574,1.73E-04,0.052712,0.0118,0,1
14.735963,-87.98719,-86.793747,2.646281,-0.012767,2.646281,-0.012767,-89.999855,-90,2.306529,0.907516,0.775936,297.565948,305.321442,0.026567,-0.035187,5.054879,1.83E-04,0.052806,0.013228,0,1
15.364215,-87.985756,-86.792313,2.650231,-0.012231,2.650231,-0.012231,-89.999855,-90,2.309216,1.03817,0.832612,297.543091,305.019318,0.026377,-0.035288,14.760533,1.82E-04,0.052926,0.015103,0,1
16.33687,-87.983192,-86.789749,2.656045,-0.010993,2.656045,-0.010993,-89.999855,-90,2.313732,1.256961,0.920606,297.514313,304.330414,0.026326,-0.034384,14.860836,1.75E-04,0.053005,0.016246,0,1
16.969656,-87.981293,-86.787849,2.659881,-0.009987,2.659881,-0.009987,-89.999855,-90,2.316906,1.409935,0.978822,297.499268,303.750458,0.026468,-0.033302,11.463566,1.57E-04,0.053121,0.017685,0,1
17.894257,-87.978188,-86.784744,2.665336,-0.008353,2.665336,-0.008353,-89.999855,-90,2.321878,1.648268,1.063031,297.483032,302.737152,0.026799,-0.031008,14.315033,1.43E-04,0.053198,0.018437,0,1
18.529032,-87.975838,-86.782394,2.669183,-0.007059,2.669183,-0.007059,-89.999855,-90,2.325526,1.821935,1.121046,297.474854,301.940186,0.027117,-0.029162,13.403493,1.19E-04,0.053307,0.019249,0,1
19.48175,-87.971962,-86.778519,2.674898,-0.004904,2.674898,-0.004904,-89.999855,-90,2.33136,2.097673,1.20817,297.465881,300.61203,0.027672,-0.026207,18.919655,1.01E-04,0.053384,0.019658,0,1
20.090527,-87.969261,-86.775818,2.67866,-0.003327,2.67866,-0.003327,-89.999855,-90,2.335315,2.2832,1.263606,297.46109,299.693176,0.027984,-0.024405,6.041866,7.00E-05,0.053498,0.020107,0,1
21.069628,-87.964569,-86.771126,2.684612,-5.13E-04,2.684612,-5.13E-04,-89.999855,-90,2.342051,2.59657,1.353409,297.453217,298.124939,0.028245,-0.021874,17.908047,4.80E-05,0.053573,0.020346,0,1
21.704391,-87.961288,-86.767838,2.688598,0.001544,2.688598,0.001544,-89.999855,-90,2.346667,2.809439,1.411357,297.446899,297.062653,0.028202,-0.020624,8.040909,7.00E-06,0.053692,0.02074,0,1
22.682419,-87.955864,-86.762421,2.694675,0.005019,2.694675,0.005019,-89.999855,-90,2.354162,3.152005,1.501863,297.434326,295.380981,0.027681,-0.019374,10.103149,-2.20E-05,0.053772,0.021056,0,1
23.315859,-87.952103,-86.758659,2.698768,0.007473,2.698768,0.007473,-89.999855,-90,2.359271,3.383314,1.559175,297.423645,294.275574,0.027085,-0.01906,16.10358,-7.20E-05,0.053893,0.021684,0,1
24.238981,-87.946289,-86.752846,2.704692,0.011222,2.704692,0.011222,-89.999855,-90,2.367068,3.733119,1.644054,297.404785,292.664246,0.025969,-0.019153,18.584402,-1.07E-04,0.053975,0.022218,0,1
24.89732,-87.941895,-86.748451,2.709098,0.014041,2.709098,0.014041,-89.999855,-90,2.37289,3.991816,1.70428,297.388885,291.526642,0.02473,-0.019593,15.546816,-1.60E-04,0.054094,0.023161,0,1
25.844065,-87.935211,-86.741768,2.715435,0.018101,2.715435,0.018101,-89.999855,-90,2.381644,4.376904,1.792207,297.363892,289.928192,0.022959,-0.020464,10.175111,-2.01E-04,0.054182,0.023956,0,1
26.474062,-87.930519,-86.737076,2.720353,0.020806,2.720353,0.020806,-89.999855,-90,2.387754,4.641652,1.887269,297.346222,288.899414,0.021842,-0.021122,6.879301,-2.59E-04,0.054309,0.025206,0,1
27.417067,-87.92305,-86.729599,2.732295,0.030752,2.732295,0.030752,-89.999855,-90,2.397951,5.050446,2.155405,297.320282,287.42807,0.020295,-0.021765,19.019302,-2.97E-04,0.054407,0.026089,0,1
28.305422,-87.915405,-86.721954,2.73911,0.035077,2.73911,0.035077,-89.999855,-90,2.408342,5.449006,2.240083,297.296295,286.133484,0.018484,-0.022319,18.915691,-4.39E-04,0.054646,0.027386,0,1
28.95896,-87.909401,-86.715958,2.743366,0.037695,2.743366,0.037695,-89.999855,-90,2.416242,5.749564,2.305333,297.280334,285.249176,0.01761,-0.022412,11.325198,-4.85E-04,0.054748,0.028244,0,1
29.611731,-87.903061,-86.709618,2.748001,0.040281,2.748001,0.040281,-89.999855,-90,2.424374,6.056309,2.372594,297.280334,284.427765,0.0168,-0.022347,17.17024,-5.39E-04,0.054867,0.029384,0,1
30.550156,-87.893402,-86.699951,2.754919,0.044006,2.754919,0.044006,-89.999855,-90,2.436492,6.508595,2.47067,297.280334,283.36377,0.016072,-0.021995,14.29241,-5.75E-04,0.05496,0.029747,0,1
31.174252,-87.88662,-86.693176,2.759732,0.046732,2.759732,0.046732,-89.999855,-90,2.444839,6.816862,2.53304,297.280334,282.736694,0.015486,-0.021892,7.961175,-6.29E-04,0.055098,0.029748,0,1
32.10936,-87.875977,-86.682533,2.766815,0.051282,2.766815,0.051282,-89.999855,-90,2.457761,7.289064,2.631083,297.280334,281.924835,0.014013,-0.022553,8.900373,-6.68E-04,0.055195,0.029745,0,1
32.705463,-87.868889,-86.675438,2.771437,0.054589,2.771437,0.054589,-89.999855,-90,2.466269,7.596739,2.691275,297.280334,281.488831,0.012664,-0.023725,18.154444,-7.33E-04,0.055336,0.029738,0,1
33.662903,-87.857018,-86.663574,2.778632,0.060646,2.778632,0.060646,-89.999855,-90,2.480367,8.101186,2.789486,297.280334,280.924133,0.008371,-0.027134,14.139515,-7.80E-04,0.055429,0.02973,0,1
34.283176,-87.84903,-86.655586,2.783701,0.065057,2.783701,0.065057,-89.999855,-90,2.489812,8.434477,2.903171,297.280334,280.647644,0.004624,-0.03045,14.659523,-8.66E-04,0.055573,0.029715,0,1
35.184772,-87.836861,-86.64341,2.79717,0.072085,2.79717,0.072085,-89.999855,-90,2.505154,8.928823,3.289347,297.280334,280.368713,-0.001951,-0.036936,9.492606,-9.29E-04,0.055674,0.029703,0,1
35.827812,-87.827652,-86.634209,2.80215,0.07752,2.80215,0.07752,-89.999855,-90,2.516701,9.287774,3.35577,297.280334,280.257141,-0.00917,-0.042769,16.657858,-0.00103,0.055943,0.029683,0,1
36.752674,-87.813728,-86.620285,2.80833,0.085824,2.80833,0.085824,-89.999855,-90,2.533749,9.812945,3.460144,297.280334,280.218842,-0.020454,-0.052853,19.032219,-0.001107,0.056043,0.029669,0,1
37.34201,-87.804428,-86.610985,2.812602,0.091374,2.812602,0.091374,-89.999855,-90,2.544917,10.153439,3.526701,297.280334,280.265991,-0.027675,-0.060284,14.374506,-0.001226,0.056167,0.029646,0,1
38.264221,-87.789314,-86.595871,2.819438,0.100313,2.819438,0.100313,-89.999855,-90,2.56284,10.693903,3.640319,297.280334,280.44342,-0.042281,-0.073343,11.720222,-0.001305,0.056252,0.029633,0,1
39.183426,-87.773529,-86.580086,2.826534,0.109472,2.826534,0.109472,-89.999855,-90,2.581306,11.243233,3.744492,297.280334,280.735504,-0.058793,-0.087955,12.449388,-0.001433,0.056389,0.029608,0,1
39.821125,-87.762207,-86.568764,2.831438,0.115891,2.831438,0.115891,-89.999855,-90,2.594447,11.629748,3.801804,297.280334,280.998016,-0.072803,-0.098889,15.168463,-0.001564,0.056531,0.029585,0,1
40.406723,-87.751526,-86.558083,2.843659,0.123371,2.843659,0.123371,-89.999855,-90,2.606816,11.988878,3.830477,297.280334,281.277466,-0.083258,-0.109437,15.333977,-0.001656,0.056629,0.02957,0,1
41.346497,-87.733627,-86.540176,2.854396,0.135724,2.854396,0.135724,-89.999855,-90,2.629057,12.573484,4.42741,297.280334,281.79184,-0.105884,-0.12726,12.851753,-0.001762,0.056873,0.029555,0,1
42.233971,-87.715675,-86.522232,2.858022,0.144474,2.858022,0.144474,-89.999855,-90,2.650872,13.134019,4.544546,297.280334,282.337158,-0.124907,-0.144791,12.926407,-0.001939,0.057088,0.029532,0,1
42.841022,-87.702843,-86.509392,2.861614,0.150239,2.861614,0.150239,-89.999855,-90,2.666164,13.522465,4.625707,297.280334,282.735657,-0.139527,-0.157009,10.633497,-0.002064,0.05716,0.029512,0,1
43.447311,-87.689621,-86.49617,2.865896,0.155854,2.865896,0.155854,-89.999855,-90,2.681736,13.914124,4.709949,297.280334,283.148102,-0.154322,-0.169297,20.616083,-0.002146,0.057232,0.0295,0,1
44.380772,-87.668549,-86.475105,2.873111,0.16421,2.873111,0.16421,-89.999855,-90,2.706294,14.524029,4.842259,297.280334,283.799347,-0.179142,-0.188198,19.141296,-0.002226,0.057318,0.029488,0,1
45.2617,-87.647758,-86.454315,2.886922,0.17231,2.886922,0.17231,-89.999855,-90,2.731513,15.107539,5.450212,297.280334,284.417816,-0.198973,-0.205813,17.420963,-0.002346,0.057462,0.029469,0,1
45.840309,-87.633446,-86.440002,2.892437,0.177337,2.892437,0.177337,-89.999855,-90,2.749117,15.494356,5.554184,297.280334,284.818024,-0.213662,-0.21715,10.280193,-0.002418,0.057652,0.02946,0,1
46.469284,-87.61731,-86.423866,2.897279,0.181758,2.897279,0.181758,-89.999855,-90,2.768574,15.917761,5.644758,297.280334,285.241852,-0.228136,-0.229174,14.246337,-0.002533,0.057849,0.029446,0,1
47.400364,-87.592438,-86.398994,2.904249,0.187573,2.904249,0.187573,-89.999855,-90,2.797964,16.549904,5.785709,297.280334,285.837463,-0.251486,-0.246212,17.935343,-0.002597,0.057946,0.029439,0,1
48.004414,-87.575737,-86.382294,2.909156,0.190885,2.909156,0.190885,-89.999855,-90,2.817421,16.963367,5.879867,297.280334,286.19751,-0.264903,-0.256687,18.478703,-0.00268,0.058085,0.029428,0,1
48.910656,-87.549904,-86.356461,2.916459,0.19509,2.916459,0.19509,-89.999855,-90,2.847197,17.58848,6.022024,297.280334,286.689514,-0.283986,-0.271408,21.219309,-0.002727,0.058183,0.029423,0,1
49.514542,-87.532158,-86.338715,2.927455,0.203557,2.927455,0.203557,-89.999855,-90,2.868252,18.008419,6.623814,297.280334,286.980682,-0.295814,-0.280308,16.443901,-0.002787,0.058329,0.029417,0,1
50.419075,-87.504166,-86.310722,2.940089,0.209868,2.940089,0.209868,-89.999855,-90,2.90349,18.642979,7.115938,297.280334,287.35498,-0.312802,-0.29276,19.906734,-0.002908,0.058549,0.029414,0,1
51.022388,-87.484543,-86.2911,2.9447,0.211158,2.9447,0.211158,-89.999855,-90,2.927391,19.069044,7.216728,297.280334,287.559326,-0.323039,-0.30023,11.829923,-0.002998,0.058802,0.029411,0,1
51.927586,-87.453865,-86.260422,2.951183,0.212239,2.951183,0.212239,-89.999855,-90,2.96389,19.712563,7.375064,297.280334,287.793274,-0.336777,-0.310052,19.380121,-0.003017,0.058894,0.029411,0,1
52.531109,-87.432671,-86.239227,2.956006,0.212434,2.956006,0.212434,-89.999855,-90,2.988675,20.144455,7.485032,297.280334,287.898804,-0.344779,-0.315649,19.905355,-0.003032,0.059024,0.029413,0,1
53.436451,-87.399864,-86.206421,2.963252,0.21192,2.963252,0.21192,-89.999855,-90,3.026544,20.796499,7.651942,297.280334,287.979034,-0.354938,-0.322586,20.636591,-0.003035,0.05912,0.029414,0,1
54.341778,-87.365944,-86.172501,2.97068,0.210486,2.97068,0.210486,-89.999855,-90,3.065248,21.453459,7.818887,297.280334,287.964325,-0.362814,-0.327758,21.308317,-0.003027,0.059265,0.029419,0,1
54.945301,-87.342743,-86.1493,2.97548,0.20904,2.97548,0.20904,-89.999855,-90,3.091515,21.894091,7.930328,297.280334,287.901794,-0.366772,-0.330229,21.730902,-0.003015,0.059365,0.029423,0,1
55.850498,-87.307121,-86.113678,2.98281,0.206177,2.98281,0.206177,-89.999855,-90,3.131614,22.558926,8.097674,297.280334,287.730164,-0.370773,-0.332496,14.697679,-0.002986,0.05951,0.029431,0,1
56.428764,-87.283882,-86.090439,2.987395,0.203948,2.987395,0.203948,-89.999855,-90,3.157669,22.986065,8.203991,297.279083,287.572845,-0.372006,-0.333061,18.192024,-0.00296,0.059609,0.029436,0,1
57.359364,-87.245712,-86.052269,2.99503,0.199735,2.99503,0.199735,-89.999855,-90,3.200299,23.677002,8.378003,297.195618,287.245117,-0.37237,-0.332575,14.981944,-0.002914,0.059748,0.029446,0,1
57.961811,-87.220406,-86.026962,2.999958,0.196193,2.999958,0.196193,-89.999855,-90,3.228426,24.127623,8.488607,297.003784,286.985779,-0.370945,-0.331174,15.445209,-0.002853,0.059901,0.03362,0,1
58.840939,-87.182892,-85.989449,3.006017,0.18953,3.006017,0.18953,-89.999855,-90,3.269731,24.788136,8.554494,296.755524,286.546417,-0.365207,-0.324126,12.797574,-0.002803,0.059999,0.043211,0,1
59.467987,-87.15564,-85.962196,3.011553,0.182668,3.011553,0.182668,-89.999855,-90,3.299667,25.262308,8.675817,296.621277,286.191803,-0.354573,-0.312736,13.082506,-0.002708,0.06012,0.055624,0,1
60.368092,-87.1157,-85.922256,3.023796,0.167948,3.023796,0.167948,-89.999855,-90,3.344365,25.948484,9.279684,296.529419,285.628906,-0.328604,-0.282221,18.317421,-0.00261,0.060231,0.062337,0,1
60.96521,-87.088402,-85.894958,3.033925,0.159445,3.033925,0.159445,-89.999855,-90,3.375734,26.408064,10.093973,296.539429,285.224548,-0.30185,-0.253087,14.082359,-0.002399,0.060476,0.06693,0,1
61.854378,-87.045837,-85.852394,3.0491,0.146807,3.0491,0.146807,-89.999855,-90,3.427418,27.10046,10.419187,296.647614,284.584595,-0.247822,-0.200164,16.389942,-0.002278,0.060679,0.066429,0,1
62.443573,-87.016289,-85.822845,3.055206,0.140387,3.055206,0.140387,-89.999855,-90,3.462335,27.563982,10.520914,296.761902,284.142181,-0.204938,-0.162665,13.872478,-0.002097,0.060982,0.06102,0,1
63.322342,-86.970451,-85.777008,3.066895,0.138403,3.066895,0.138403,-89.999855,-90,3.516034,28.261978,11.31926,296.942657,283.466766,-0.136997,-0.111935,19.310692,-0.002006,0.061104,0.055305,0,1
63.905338,-86.938751,-85.745308,3.074053,0.13745,3.074053,0.13745,-89.999855,-90,3.55386,28.729015,11.39409,297.041962,283.015289,-0.094107,-0.08576,19.925758,-0.001977,0.061338,0.046268,0,1
64.779602,-86.889488,-85.696045,3.079135,0.13748,3.079135,0.13748,-89.999855,-90,3.611229,29.431984,11.544152,297.112274,282.346649,-0.040413,-0.063744,20.725317,-0.001964,0.061481,0.041302,0,1
65.363724,-86.855659,-85.662209,3.081767,0.14034,3.081767,0.14034,-89.999855,-90,3.649912,29.902182,11.654019,297.088165,281.911835,-0.015737,-0.062436,21.186054,-0.001964,0.061583,0,0,1
66.246895,-86.803627,-85.610184,3.083121,0.14465,3.083121,0.14465,-89.999855,-90,3.708614,30.609766,11.8146,296.828156,281.282745,-0.002898,-0.096332,21.797379,-0.002005,0.061635,0.001205,0,1
66.840485,-86.768166,-85.574722,3.082619,0.13904,3.082619,0.13904,-89.999855,-90,3.748204,31.083025,11.927682,296.524841,280.880859,-0.011315,-0.13635,22.162609,-0.002066,0.061662,0.014206,0,1
67.735733,-86.713928,-85.520477,3.087033,0.120011,3.087033,0.120011,-89.999855,-90,3.809064,31.795286,13.292178,295.99115,280.305084,-0.044642,-0.20058,22.695246,-0.001986,0.061652,0.029372,0,1
68.333611,-86.676651,-85.483208,3.093333,0.103995,3.093333,0.103995,-89.999855,-90,3.853738,32.271744,13.468368,295.64859,279.938965,-0.071921,-0.235547,23.413326,-0.001714,0.061741,0.056056,0,1
69.228775,-86.61853,-85.425087,3.087204,0.051456,3.087204,0.051456,-89.999855,-90,3.923545,32.988834,14.702563,295.290894,279.415985,-0.110958,-0.256917,23.483553,-0.001486,0.061867,0.073184,0,1
69.825172,-86.577957,-85.384514,3.05144,-0.045415,3.05144,-0.045415,-89.999855,-90,3.974344,33.468388,15.859182,295.203003,279.085632,-0.129583,-0.246882,19.563309,-7.35E-04,0.061744,0.091069,0,1
70.723534,-86.513435,-85.319992,2.970733,-0.237239,2.970733,-0.237239,-89.999855,-90,4.05657,34.189884,16.496479,295.340363,278.62262,-0.136569,-0.192399,19.205235,6.49E-04,0.061029,0.095464,0,1
71.319107,-86.468147,-85.274704,2.924453,-0.349017,2.924453,-0.349017,-89.999855,-90,4.111037,34.672337,16.095297,295.588165,278.340576,-0.124222,-0.135857,19.456553,0.003389,0.059415,0.088596,0,1
72.193031,-86.398064,-85.20462,2.907968,-0.425184,2.907968,-0.425184,-89.999855,-90,4.189833,35.398506,15.541204,296.07373,277.967194,-0.083755,-0.04252,20.10354,0.004986,0.058489,0.076205,0,1
72.763306,-86.350502,-85.157059,2.914469,-0.435387,2.914469,-0.435387,-89.999855,-90,4.241752,35.885548,15.590277,296.390289,277.756531,-0.048195,0.011128,20.37188,0.006074,0.058159,0.051927,0,1
73.611946,-86.277847,-85.084404,2.889534,-0.407978,2.889534,-0.407978,-89.999855,-90,4.324905,36.617386,17.901907,296.693695,277.5047,0.006716,0.054956,21.033478,0.00622,0.058289,0.036099,0,1
74.182175,-86.227585,-85.034142,2.806728,-0.354912,2.806728,-0.354912,-89.999855,-90,4.386164,37.105984,18.50956,296.72998,277.382019,0.03728,0.055027,17.443361,0.005828,0.057791,0.020929,0,1
75.049919,-86.149269,-84.955826,2.684711,-0.299243,2.684711,-0.299243,-79.999855,-80,4.475787,37.839916,17.281929,296.509583,277.267212,0.066755,0.011598,21.549707,0.00507,0.056135,0.019115,0,1
75.635353,-86.096092,-84.902649,2.642747,-0.344838,2.642747,-0.344838,-79.999855,-80,4.533153,38.329979,17.366405,296.215973,277.235229,0.07246,-0.03836,21.762213,0.004275,0.053694,0.030135,0,1
76.515526,-86.014542,-84.821098,2.655891,-0.615496,2.655891,-0.615496,-79.999855,-80,4.632568,39.066383,23.851948,295.70105,277.247345,0.062805,-0.119267,25.396629,0.004926,0.052855,0.044815,0,1
77.096931,-85.955513,-84.76207,2.712157,-0.921357,2.712157,-0.921357,-79.999855,-80,4.728385,39.558212,33.985981,295.395325,277.290039,0.048882,-0.162826,19.408428,0.008793,0.053118,0.070561,0,1
77.950432,-85.847244,-84.653793,2.843377,-1.461715,2.843377,-1.461715,-79.999855,-80,4.954082,40.297096,57.034927,295.141388,277.396393,0.026205,-0.189043,25.581692,0.013162,0.054243,0.085847,0,1
78.499725,-85.751747,-84.558304,2.961951,-1.78944,2.961951,-1.78944,-79.999855,-80,5.177266,40.790176,76.603531,295.138794,277.490601,0.016783,-0.17726,32.482979,0.020882,0.056868,0.098544,0,1
79.281738,-85.554092,-84.360649,3.160682,-2.05782,3.160682,-2.05782,-79.999855,-80,5.644748,41.529823,110.005905,295.355865,277.660278,0.016393,-0.122429,46.979073,0.025563,0.059239,0.098674,0,1
79.768074,-85.374893,-84.181442,3.313384,-2.044573,3.313384,-2.044573,-79.999855,-80,6.052638,42.022423,134.051926,295.582794,277.789307,0.026544,-0.073647,59.159153,0.029397,0.063214,0.08782,0,1
80.445396,-85.017601,-83.82415,3.518341,-1.728527,3.518341,-1.728527,-79.999855,-80,6.818113,42.759506,170.888153,295.885651,278.001526,0.0527,-0.009676,80.712173,0.029208,0.066268,0.076474,0,1
80.868767,-84.712112,-83.518661,3.641486,-1.384576,3.641486,-1.384576,-79.999855,-80,7.428501,43.249081,194.283051,295.987976,278.151978,0.071811,0.01457,96.764938,0.024693,0.070367,0.061331,0,1
81.479958,-84.143517,-82.950066,3.767623,-0.846181,3.767623,-0.846181,-79.999855,-80,8.484232,43.979855,226.53183,295.916962,278.383423,0.094339,0.011557,122.400398,0.01978,0.07283,0.056215,0,1
81.877426,-83.688118,-82.494667,3.839126,-0.559164,3.839126,-0.559164,-79.999855,-80,9.273344,44.464302,245.945679,295.733398,278.536346,0.10011,-0.013021,140.00412,0.012088,0.075352,0.059766,0,1
82.460075,-82.889755,-81.696312,3.938324,-0.372232,3.938324,-0.372232,-79.999855,-80,10.572249,45.186508,272.403778,295.363861,278.753815,0.09394,-0.064678,166.465881,0.007988,0.076783,0.068944,0,1
82.838615,-82.281815,-81.088371,4.013638,-0.402257,4.013638,-0.402257,-79.999855,-80,11.509062,45.664856,288.987335,295.134216,278.885193,0.08246,-0.09508,183.864944,0.005318,0.078766,0.087421,0,1
83.387207,-81.259377,-80.065926,4.126448,-0.608184,4.126448,-0.608184,-79.999855,-80,13.016353,46.377403,313.036591,294.95636,279.053589,0.062384,-0.111725,209.412033,0.005747,0.080273,0.098903,0,1
83.736183,-80.50592,-79.312477,4.211547,-0.762315,4.211547,-0.762315,-79.999855,-80,14.087295,46.848873,329.270142,294.982269,279.143616,0.053783,-0.098934,226.047272,0.008688,0.082529,0.107796,0,1
84.227867,-79.269661,-78.076218,4.347718,-0.862792,4.347718,-0.862792,-79.999855,-80,15.8058,47.550148,358.088776,295.21344,279.243103,0.053563,-0.049375,250.69899,0.01089,0.084231,0.1065,0,1
84.528412,-78.37336,-77.179916,4.463378,-0.795512,4.463378,-0.795512,-79.999855,-80,17.036922,48.013294,380.184784,295.436462,279.285736,0.063089,-0.007077,267.337769,0.012326,0.086954,0.094942,0,1
84.940025,-76.91507,-75.721626,4.636344,-0.486667,4.636344,-0.486667,-79.999855,-80,19.025354,48.700653,413.262024,295.723572,279.314941,0.087178,0.044836,293.210632,0.011364,0.089268,0.083791,0,1
85.197075,-75.864449,-74.671005,4.734537,-0.19694,4.734537,-0.19694,-79.999855,-80,20.436081,49.153622,432.03656,295.819366,279.31134,0.104068,0.061605,310.994019,0.006952,0.092727,0.069435,0,1
85.577202,-74.171997,-72.978554,4.802016,0.206548,4.802016,0.206548,-69.999855,-70,22.65711,49.824818,454.945007,295.763367,279.271027,0.122227,0.051535,337.697998,0.002813,0.094691,0.064645,0,1
85.832352,-72.969315,-71.775871,4.829333,0.384685,4.829333,0.384685,-69.999855,-70,24.196072,50.266743,467.664978,295.615631,279.220428,0.124864,0.026537,355.048676,-0.002951,0.09604,0.067445,0,1
86.215691,-71.061691,-69.868248,4.882271,0.421206,4.882271,0.421206,-69.999855,-70,26.578756,50.921459,484.730042,295.339874,279.107819,0.115029,-0.019153,379.849915,-0.005495,0.096587,0.074832,0,1
86.468628,-69.725647,-68.532204,4.933586,0.313987,4.933586,0.313987,-69.999855,-70,28.214201,51.35257,496.188995,295.191498,279.007507,0.102647,-0.042672,395.445831,-0.006017,0.097645,0.08862,0,1
86.837204,-67.636101,-66.442657,5.015999,0.051881,5.015999,0.051881,-69.999855,-70,30.742159,51.991177,514.741089,295.131744,278.819,0.083864,-0.049762,417.261261,-0.004486,0.098672,0.096039,0,1
87.072052,-66.181129,-64.987686,5.081366,-0.109165,5.081366,-0.109165,-69.999855,-70,32.480911,52.411469,528.160217,295.215149,278.669189,0.077272,-0.03421,431.614471,-7.41E-04,0.10032,0.099027,0,1
87.400764,-63.913406,-62.719959,5.182547,-0.196626,5.182547,-0.196626,-59.999859,-60,35.17643,53.033451,549.613831,295.470306,278.412506,0.079942,0.009558,452.378479,0.00156,0.101627,0.094856,0,1
87.603256,-62.344589,-61.151146,5.256825,-0.131595,5.256825,-0.131595,-59.999859,-60,37.034298,53.442272,564.685486,295.665894,278.223419,0.089684,0.041384,465.985168,0.002809,0.103651,0.082098,0,1
87.889587,-59.904583,-58.71114,5.351326,0.119348,5.351326,0.119348,-59.999859,-60,39.918018,54.04641,588.102478,295.866547,277.918701,0.109933,0.071344,486.371216,0.00188,0.105136,0.072319,0,1
