airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,Command_fault,Command
4.092862,-97.111435,-95.917992,2.978945,1.399423,2.595002,0.119616,-99.999855,-100.0,2.286699,0.0,0.006699,297.865326,288.152649,0.008372,-0.032424,-11.240983,-0.0,0.0,0.0,0.0,0.0,599.334656,, takeoff
4.146527,-97.119263,-95.925819,2.936116,1.257874,2.594873,0.120397,-99.999855,-100.0,2.286731,0.0,0.003618,297.864136,291.072998,0.008145,-0.027996,-12.272809,-0.019992,0.0519,0.0,0.0,1.0,607.800842,, takeoff
4.18679,-97.123291,-95.929848,2.786108,0.779756,2.588346,0.12055,-99.999855,-100.0,2.286721,2.6E-5,-0.009781,297.863312,292.87735,0.007952,-0.025442,-18.513672,-0.01797,0.051897,5.9E-5,0.0,1.0,668.483032,, takeoff
4.263681,-97.128471,-95.935028,2.582076,0.221272,2.551217,0.118409,-99.999855,-100.0,2.286596,2.27E-4,-0.033865,297.861725,295.630646,0.007532,-0.021814,-18.628084,-0.011139,0.051767,1.01E-4,0.0,1.0,859.676147,, takeoff
4.341225,-97.13092,-95.937477,2.52622,0.114928,2.52622,0.114928,-99.999855,-100.0,2.286532,7.76E-4,-0.003383,297.860565,297.146881,0.007682,-0.019975,-18.229361,-0.003161,0.051024,1.8E-4,0.0,1.0,1007.132507,, takeoff
4.546109,-97.133904,-95.94046,2.523669,0.105834,2.523669,0.105834,-99.999855,-100.0,2.286682,0.004071,0.059456,297.858093,299.275818,0.00736,-0.017583,-7.042807,-0.001642,0.050524,2.38E-4,0.0,1.0,1251.842407,, takeoff
4.759889,-97.135468,-95.942024,2.541256,0.097369,2.541256,0.097369,-99.999855,-100.0,2.286973,0.009586,0.104441,297.855591,300.570862,0.009076,-0.016326,-16.103088,-0.001512,0.050473,3.62E-4,0.0,1.0,1415.998779,, takeoff
4.759889,-97.135468,-95.942024,2.541256,0.097369,2.541256,0.097369,-99.999855,-100.0,2.286973,0.009586,0.104441,297.855591,300.570862,0.009076,-0.016326,-16.103088,-0.001512,0.050473,3.62E-4,0.0,1.0,1415.998779,, takeoff
5.505527,-97.137924,-95.944481,2.604638,0.075397,2.604638,0.075397,-99.999855,-100.0,2.288185,0.039894,0.194344,297.839996,302.972778,0.023135,-0.015459,-15.710307,-0.001391,0.050825,4.87E-4,0.0,1.0,1737.978516,, takeoff
6.159544,-97.138573,-95.945129,2.645984,0.061555,2.645984,0.061555,-99.999855,-100.0,2.289336,0.078437,0.252929,297.815247,304.081818,0.032569,-0.01727,-18.264288,-0.001077,0.052093,0.001266,0.0,1.0,1894.307251,, takeoff
6.635791,-97.13871,-95.945267,2.667444,0.054623,2.667444,0.054623,-99.999855,-100.0,2.290215,0.11227,0.281903,297.790924,304.593109,0.041021,-0.019604,-18.752159,-8.79E-4,0.05292,0.002504,0.0,1.0,1971.762329,, takeoff
7.397726,-97.138565,-95.945122,2.691097,0.047477,2.691097,0.047477,-99.999855,-100.0,2.29172,0.176348,0.33764,297.74353,305.080688,0.035323,-0.024422,-18.229753,-7.8E-4,0.053349,0.00372,0.0,1.0,2059.391602,, takeoff
