airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle
23.544369,-87.988838,-86.795395,2.704322,0.018609,2.704322,0.018609,-89.999855,-90,2.362075,3.513319,1.592604,297.360596,293.582764,0.025141,-0.021648,6.827013,-2.05E-04,0.053964,0.02442,0,1
24.181139,-87.984528,-86.791084,2.708453,0.021524,2.708453,0.021524,-89.999855,-90,2.367489,3.75556,1.654471,297.345276,292.476929,0.024157,-0.021844,16.553686,-2.66E-04,0.054086,0.025371,0,1
25.134016,-87.977699,-86.784256,2.714643,0.025997,2.714643,0.025997,-89.999855,-90,2.375975,4.131574,1.739015,297.319153,290.844025,0.022358,-0.022578,12.263724,-3.07E-04,0.054169,0.026137,0,1
25.742229,-87.973114,-86.779671,2.718769,0.028915,2.718769,0.028915,-89.999855,-90,2.381627,4.379555,1.794652,297.300598,289.827545,0.021026,-0.023278,8.828499,-3.71E-04,0.054293,0.027443,0,1
26.719412,-87.965363,-86.771919,2.727929,0.035337,2.727929,0.035337,-89.999855,-90,2.391346,4.790789,2.011338,297.270172,288.254578,0.019326,-0.024298,8.912004,-4.13E-04,0.054375,0.028371,0,1
27.325426,-87.960251,-86.766808,2.735503,0.042294,2.735503,0.042294,-89.999855,-90,2.397982,5.053872,2.158152,297.250824,287.324371,0.017901,-0.024865,7.997086,-5.05E-04,0.054559,0.029892,0,1
28.272486,-87.951698,-86.758255,2.742507,0.047142,2.742507,0.047142,-89.999855,-90,2.409012,5.476777,2.249027,297.222168,285.955811,0.01572,-0.025508,12.764782,-6.04E-04,0.05471,0.030859,0,1
29.243917,-87.942268,-86.748817,2.749189,0.051404,2.749189,0.051404,-89.999855,-90,2.420836,5.925147,2.347806,297.195099,284.675934,0.014282,-0.025719,19.494938,-6.73E-04,0.05485,0.032292,0,1
29.84667,-87.936081,-86.742638,2.753494,0.053912,2.753494,0.053912,-89.999855,-90,2.428443,6.210659,2.409305,297.180176,283.951813,0.013713,-0.02553,12.824535,-7.15E-04,0.05494,0.033226,0,1
30.474667,-87.929398,-86.735947,2.758235,0.056611,2.758235,0.056611,-89.999855,-90,2.436592,6.513991,2.474221,297.165558,283.258575,0.013312,-0.025209,19.072605,-7.70E-04,0.05507,0.034392,0,1
31.388777,-87.919205,-86.725761,2.765125,0.060488,2.765125,0.060488,-89.999855,-90,2.44886,6.965984,2.567541,297.146027,282.367279,0.012965,-0.024517,18.637569,-8.09E-04,0.055165,0.035123,0,1
32.066463,-87.911316,-86.717873,2.770396,0.063555,2.770396,0.063555,-89.999855,-90,2.45827,7.308944,2.637614,297.131836,281.800262,0.012759,-0.024025,18.714176,-8.64E-04,0.055303,0.036099,0,1
32.950844,-87.900589,-86.707146,2.777164,0.06769,2.777164,0.06769,-89.999855,-90,2.470955,7.766395,2.729126,297.112915,281.18399,0.012363,-0.023518,7.911089,-9.08E-04,0.055408,0.036809,0,1
33.910686,-87.888412,-86.694969,2.784675,0.072583,2.784675,0.072583,-89.999855,-90,2.485247,8.275381,2.827403,297.089905,280.67572,0.011554,-0.023427,17.394432,-9.67E-04,0.055543,0.037755,0,1
34.557751,-87.879875,-86.686432,2.794182,0.076034,2.794182,0.076034,-89.999855,-90,2.495409,8.625668,3.03471,297.072113,280.42746,0.010698,-0.02373,19.737581,-0.001037,0.055693,0.038905,0,1
35.460743,-87.867287,-86.673843,2.80397,0.081059,2.80397,0.081059,-89.999855,-90,2.51139,9.124412,3.328437,297.044556,280.206055,0.00899,-0.024501,17.955233,-0.001086,0.055884,0.039795,0,1
36.052856,-87.858566,-86.665123,2.808225,0.084518,2.808225,0.084518,-89.999855,-90,2.522132,9.457304,3.391042,297.024567,280.138367,0.007592,-0.025248,9.33358,-0.001158,0.056079,0.041173,0,1
37.003296,-87.843887,-86.650444,2.81502,0.089972,2.81502,0.089972,-89.999855,-90,2.539843,10.001106,3.496655,296.990631,280.152985,0.005262,-0.026573,17.086391,-0.001207,0.056164,0.042172,0,1
37.618309,-87.833969,-86.640518,2.81983,0.093565,2.81983,0.093565,-89.999855,-90,2.551628,10.35914,3.567231,296.967346,280.239746,0.003623,-0.027528,14.13408,-0.001285,0.0563,0.043869,0,1
38.564304,-87.818085,-86.624634,2.827273,0.098792,2.827273,0.098792,-89.999855,-90,2.570257,10.918992,3.677935,296.931824,280.483826,0.001315,-0.028754,16.1378,-0.001337,0.056397,0.045033,0,1
39.175873,-87.807411,-86.61396,2.83229,0.102162,2.83229,0.102162,-89.999855,-90,2.582641,11.287093,3.747205,296.908936,280.708191,-4.60E-05,-0.029426,16.682985,-0.001411,0.056545,0.046809,0,1
39.760944,-87.796928,-86.603485,2.836865,0.105134,2.836865,0.105134,-89.999855,-90,2.59472,11.643402,3.798722,296.888092,280.96756,-0.001152,-0.029833,15.269459,-0.001459,0.056646,0.047954,0,1
40.699047,-87.779549,-86.586098,2.856092,0.113056,2.856092,0.113056,-89.999855,-90,2.615293,12.223642,4.276845,296.857147,281.46637,-0.002204,-0.029931,9.201512,-0.001502,0.056737,0.048996,0,1
41.58247,-87.762169,-86.568726,2.861475,0.11877,2.861475,0.11877,-89.999855,-90,2.636644,12.78022,4.445766,296.829376,282.017731,-0.00315,-0.029846,17.126083,-0.001615,0.057122,0.050543,0,1
42.211918,-87.749184,-86.55574,2.864552,0.12193,2.864552,0.12193,-89.999855,-90,2.652229,13.182186,4.524247,296.810211,282.450867,-0.003526,-0.029705,17.614998,-0.001697,0.05723,0.051932,0,1
42.814735,-87.736313,-86.54287,2.868433,0.124839,2.868433,0.124839,-89.999855,-90,2.667454,13.571419,4.602494,296.792389,282.892059,-0.00374,-0.029494,16.102463,-0.001742,0.057291,0.05289,0,1
43.691654,-87.716888,-86.523438,2.8751,0.129331,2.8751,0.129331,-89.999855,-90,2.690125,14.144725,4.722745,296.766876,283.570221,-0.003981,-0.029152,17.882904,-0.001783,0.057369,0.053781,0,1
44.315311,-87.70256,-86.509117,2.880201,0.132784,2.880201,0.132784,-89.999855,-90,2.706658,14.558212,4.797977,296.74765,284.072937,-0.004232,-0.029104,20.817087,-0.001848,0.057502,0.055057,0,1
45.18681,-87.681778,-86.488335,2.893825,0.138227,2.893825,0.138227,-89.999855,-90,2.731744,15.142465,5.39481,296.718964,284.791351,-0.004904,-0.029306,18.85384,-0.001897,0.057604,0.056018,0,1
46.081322,-87.659195,-86.465752,2.901981,0.14453,2.901981,0.14453,-89.999855,-90,2.759104,15.749717,5.536599,296.685608,285.535126,-0.00619,-0.030085,13.931206,-0.001975,0.057877,0.057452,0,1
46.677429,-87.643486,-86.450043,2.906426,0.148177,2.906426,0.148177,-89.999855,-90,2.777697,16.15799,5.614745,296.66098,286.026703,-0.007426,-0.030926,14.484195,-0.002065,0.05804,0.05912,0,1
47.57061,-87.619087,-86.425644,2.913153,0.15345,2.913153,0.15345,-89.999855,-90,2.806103,16.775396,5.739954,296.622406,286.747803,-0.009627,-0.032283,15.328747,-0.002117,0.058129,0.060352,0,1
48.165569,-87.602303,-86.408859,2.917993,0.157018,2.917993,0.157018,-89.999855,-90,2.825395,17.190239,5.825402,296.59552,287.212372,-0.011239,-0.033266,15.844365,-0.002192,0.058263,0.06228,0,1
49.057186,-87.576424,-86.38298,2.925134,0.161917,2.925134,0.161917,-89.999855,-90,2.854864,17.817211,5.953525,296.555756,287.876404,-0.013495,-0.034463,20.230824,-0.002243,0.05836,0.063625,0,1
49.650417,-87.558647,-86.365204,2.937847,0.173793,2.937847,0.173793,-89.999855,-90,2.876152,18.238241,6.808344,296.529907,288.292816,-0.014313,-0.034845,15.044615,-0.002313,0.058503,0.065613,0,1
50.538368,-87.530624,-86.337181,2.947913,0.179848,2.947913,0.179848,-89.999855,-90,2.910788,18.874195,6.984131,296.492981,288.871033,-0.016211,-0.035354,18.907661,-0.002483,0.058757,0.066905,0,1
51.129925,-87.511063,-86.317619,2.952114,0.182765,2.952114,0.182765,-89.999855,-90,2.93423,19.301023,7.072661,296.469513,289.222168,-0.016985,-0.035495,20.24877,-0.002569,0.058958,0.068751,0,1
52.01638,-87.480606,-86.287163,2.958398,0.18661,2.958398,0.18661,-89.999855,-90,2.969964,19.94541,7.213378,296.437012,289.692688,-0.017385,-0.035261,15.946774,-0.002611,0.059042,0.069925,0,1
52.606636,-87.459618,-86.266174,2.963048,0.189171,2.963048,0.189171,-89.999855,-90,2.994181,20.377689,7.308306,296.416168,289.966675,-0.017283,-0.035012,16.443989,-0.002666,0.059168,0.07155,0,1
53.491081,-87.427216,-86.233772,2.96992,0.192717,2.96992,0.192717,-89.999855,-90,3.031106,21.030003,7.451904,296.385834,290.315369,-0.016656,-0.034541,17.112867,-0.002702,0.059261,0.072592,0,1
54.080067,-87.405045,-86.211601,2.974629,0.195172,2.974629,0.195172,-89.999855,-90,3.056124,21.467398,7.548138,296.36499,290.505219,-0.016124,-0.034377,17.525871,-0.002753,0.059398,0.074109,0,1
54.96257,-87.37101,-86.177567,2.981337,0.198691,2.981337,0.198691,-89.999855,-90,3.09425,22.127146,7.692004,296.332458,290.725189,-0.015322,-0.034361,18.103525,-0.002788,0.059493,0.075151,0,1
55.550282,-87.347824,-86.154381,2.985905,0.201157,2.985905,0.201157,-89.999855,-90,3.120067,22.569342,7.78787,296.308899,290.828552,-0.014952,-0.034654,18.467823,-0.002838,0.059627,0.076778,0,1
56.430893,-87.312347,-86.118904,2.992504,0.204644,2.992504,0.204644,-89.999855,-90,3.159385,23.236053,7.930128,296.271454,290.919525,-0.014668,-0.035368,20.462738,-0.002874,0.059718,0.077956,0,1
57.017292,-87.288254,-86.09481,2.996796,0.207263,2.996796,0.207263,-89.999855,-90,3.185949,23.682739,7.964361,296.244598,290.938293,-0.014607,-0.036077,14.891579,-0.002923,0.05985,0.079828,0,1
57.922401,-87.250549,-86.057106,3.002617,0.21147,3.002617,0.21147,-89.999855,-90,3.227082,24.374722,8.072654,296.202209,290.904022,-0.014812,-0.037178,20.719793,-0.002961,0.059936,0.081171,0,1
58.481049,-87.226715,-86.033272,3.006919,0.213471,3.006919,0.213471,-89.999855,-90,3.253016,24.80685,8.159609,296.175232,290.845703,-0.014965,-0.037897,17.340322,-0.003021,0.060052,0.08329,0,1
59.357224,-87.188866,-85.995422,3.015895,0.214845,3.015895,0.214845,-89.999855,-90,3.294514,25.486162,8.609495,296.134521,290.700867,-0.014939,-0.038671,22.31147,-0.00305,0.060138,0.084639,0,1
59.939995,-87.163086,-85.969643,3.022527,0.215707,3.022527,0.215707,-89.999855,-90,3.323872,25.940956,8.849461,296.108276,290.570343,-0.014482,-0.038984,14.797138,-0.003069,0.060318,0.086674,0,1
60.812214,-87.123337,-85.929886,3.036118,0.216671,3.036118,0.216671,-89.999855,-90,3.370371,26.62591,9.872062,296.071747,290.328094,-0.012976,-0.038944,19.777964,-0.003082,0.060451,0.087987,0,1
61.392239,-87.095741,-85.902298,3.04152,0.217813,3.04152,0.217813,-89.999855,-90,3.403445,27.084318,9.960626,296.048676,290.138428,-0.011451,-0.038726,18.236217,-0.003095,0.060722,0.089813,0,1
62.26141,-87.05278,-85.859337,3.046575,0.218725,3.046575,0.218725,-89.999855,-90,3.453629,27.774483,10.104894,296.016205,289.816986,-0.008291,-0.038111,22.784025,-0.003112,0.06083,0.090967,0,1
62.84016,-87.023224,-85.829781,3.050361,0.219164,3.050361,0.219164,-89.999855,-90,3.487506,28.236238,10.210172,295.995026,289.581329,-0.005746,-0.037699,19.301701,-0.003125,0.060932,0.09259,0,1
63.707237,-86.977699,-85.784256,3.057082,0.219693,3.057082,0.219693,-89.999855,-90,3.539145,28.93125,10.711775,295.963745,289.201508,-0.001081,-0.037057,19.132944,-0.003131,0.061007,0.093649,0,1
64.283936,-86.946472,-85.753029,3.065434,0.224397,3.065434,0.224397,-89.999855,-90,3.575581,29.396114,11.043989,295.942383,288.934113,0.001924,-0.036699,19.603365,-0.003138,0.061142,0.095213,0,1
65.152573,-86.898109,-85.704659,3.070334,0.239143,3.070334,0.239143,-89.999855,-90,3.631216,30.095629,11.196966,295.819946,288.517395,2.33E-04,-0.052936,20.326099,-0.003206,0.061309,0,0,1
65.741844,-86.864967,-85.671516,3.070057,0.242131,3.070057,0.242131,-89.999855,-90,3.668717,30.563452,11.292129,295.510712,288.231567,-0.013282,-0.099154,20.745489,-0.003416,0.061407,0.006122,0,1
66.637321,-86.814087,-85.620636,3.066544,0.224082,3.066544,0.224082,-89.999855,-90,3.72559,31.267437,11.451134,294.782928,287.790924,-0.059142,-0.200622,21.301579,-0.003459,0.061401,0.021584,0,1
67.237846,-86.779427,-85.585983,3.07136,0.203755,3.07136,0.203755,-89.999855,-90,3.765144,31.738314,12.761132,294.209656,287.487701,-0.104861,-0.273174,21.699881,-0.003201,0.061331,0.057973,0,1
68.139198,-86.725464,-85.532021,3.075763,0.160112,3.075763,0.160112,-89.999855,-90,3.829709,32.447044,13.00974,293.440125,287.014923,-0.175607,-0.353117,22.749336,-0.002911,0.061427,0.086636,0,1
68.739258,-86.688095,-85.494652,3.078997,0.132789,3.078997,0.132789,-89.999855,-90,3.873356,32.921185,13.186532,293.43512,286.686584,-0.214733,-0.37517,23.432844,-0.002287,0.061515,0.125113,0,1
69.636391,-86.630051,-85.436607,3.073112,0.065297,3.073112,0.065297,-89.999855,-90,3.94242,33.634712,14.479849,293.425781,286.175568,-0.249681,-0.348608,23.442772,-0.001897,0.06158,0.125363,0,1
70.237854,-86.58963,-85.396187,3.039351,-0.023825,3.039351,-0.023825,-89.999855,-90,3.991899,34.111923,15.075844,293.420441,285.826172,-0.252146,-0.298588,19.443056,-9.33E-04,0.061462,0.12583,0,1
71.131393,-86.526253,-85.332802,2.976474,-0.169416,2.976474,-0.169416,-89.999855,-90,4.06736,34.830044,14.948091,293.414429,285.300323,-0.223803,-0.190936,16.649567,3.40E-04,0.060787,0.126097,0,1
71.711433,-86.482574,-85.289131,2.953456,-0.232862,2.953456,-0.232862,-89.999855,-90,4.116636,35.310169,14.590688,293.412079,284.95694,-0.186066,-0.107639,24.433226,0.00242,0.059529,0.126398,0,1
72.552635,-86.415863,-85.22242,2.957021,-0.247263,2.957021,-0.247263,-89.999855,-90,4.189775,36.032051,15.451368,293.411194,284.467468,-0.110571,0.016044,16.410156,0.003327,0.059069,0.126515,0,1
73.097275,-86.370232,-85.176788,2.933967,-0.161429,2.933967,-0.161429,-89.999855,-90,4.245051,36.514164,17.538979,293.412231,284.166321,-0.056058,0.089182,17.075201,0.003532,0.05914,0.126559,0,1
73.904518,-86.298042,-85.104599,2.797901,0.172853,2.797901,0.172853,-89.999855,-90,4.335391,37.23822,17.930714,293.415894,283.764954,0.021377,0.173084,18.526289,0.002306,0.058679,0.126508,0,1
74.442368,-86.247681,-85.054237,2.711973,0.502773,2.711973,0.502773,-89.999855,-90,4.393551,37.721367,16.942581,293.41922,283.537109,0.066052,0.206468,21.687887,-0.002469,0.055958,0.126324,0,1
75.256378,-86.17054,-84.977097,2.660007,1.031252,2.660007,1.031252,-89.999855,-90,4.479014,38.4491,18.413124,293.4245,283.261017,0.116466,0.218986,21.190119,-0.007182,0.054239,0.126158,0,1
75.804092,-86.117279,-84.923836,2.670845,1.340484,2.670845,1.340484,-79.999855,-80,4.549406,38.935013,24.244791,293.427429,283.121246,0.138526,0.205232,22.236212,-0.014732,0.0532,0.125894,0,1
76.623199,-86.026894,-84.83345,2.756518,1.61539,2.756518,1.61539,-79.999855,-80,4.709213,39.664227,40.694107,293.430023,282.97464,0.155204,0.162287,20.678337,-0.01915,0.053417,0.125748,0,1
77.161247,-85.951851,-84.758408,2.843854,1.658635,2.843854,1.658635,-79.999855,-80,4.870692,40.150505,56.0751,293.43045,282.915466,0.157239,0.127533,25.39167,-0.023077,0.05513,0.125618,0,1
77.948578,-85.800621,-84.607178,2.98266,1.522347,2.98266,1.522347,-79.999855,-80,5.2188,40.879894,82.866661,293.429291,282.877533,0.151357,0.079896,36.154366,-0.023695,0.056877,0.125597,0,1
78.456932,-85.664444,-84.471001,3.085808,1.337792,3.085808,1.337792,-79.999855,-80,5.527806,41.365959,101.949471,293.427704,282.882355,0.144685,0.057508,45.562859,-0.021748,0.059653,0.125655,0,1
79.189713,-85.392181,-84.198738,3.237,1.017893,3.237,1.017893,-79.999855,-80,6.11308,42.094326,131.318924,293.424896,282.929047,0.135089,0.043478,62.506863,-0.019111,0.061716,0.125734,0,1
79.655251,-85.158348,-83.964905,3.348241,0.821,3.348241,0.821,-79.999855,-80,6.584734,42.579071,150.964233,293.423187,282.983826,0.131126,0.046932,75.308311,-0.014541,0.06474,0.125874,0,1
80.317284,-84.719543,-83.5261,3.503778,0.63168,3.503778,0.63168,-79.999855,-80,7.414764,43.304237,179.935318,293.421417,283.097412,0.130528,0.066903,96.257118,-0.011729,0.066965,0.12596,0,1
80.734093,-84.364243,-83.170799,3.607908,0.58799,3.607908,0.58799,-79.999855,-80,8.047047,43.785931,198.884247,293.420929,283.192047,0.133689,0.085563,111.047897,-0.009024,0.070076,0.126048,0,1
81.32666,-83.73204,-82.538597,3.742826,0.650672,3.742826,0.650672,-79.999855,-80,9.116154,44.505077,227.790848,293.421173,283.358582,0.14236,0.113904,134.193512,-0.0084,0.072158,0.126073,0,1
81.676071,-83.241966,-82.048515,3.835841,0.75766,3.835841,0.75766,-79.999855,-80,9.908051,44.981827,246.607437,293.421844,283.483673,0.149314,0.129244,150.134232,-0.009295,0.074857,0.126061,0,1
82.142799,-82.401268,-81.207825,3.959546,0.958514,3.959546,0.958514,-79.999855,-80,11.211927,45.692299,273.817444,293.423035,283.687622,0.15873,0.14336,174.528595,-0.010824,0.076717,0.126027,0,1
82.440651,-81.769806,-80.576363,4.040121,1.093066,4.040121,1.093066,-79.999855,-80,12.154188,46.162563,290.767944,293.423737,283.831482,0.163432,0.146936,190.921448,-0.013693,0.079191,0.125967,0,1
82.870659,-80.716995,-79.523552,4.139587,1.249052,4.139587,1.249052,-79.999855,-80,13.669052,46.862434,314.083801,293.424377,284.05365,0.167651,0.145584,215.349075,-0.015615,0.080802,0.125932,0,1
83.147873,-79.946159,-78.752716,4.205638,1.318015,4.205638,1.318015,-79.999855,-80,14.743352,47.32513,330.117889,293.424469,284.203064,0.168464,0.142541,231.352905,-0.017844,0.082792,0.1259,0,1
83.547928,-78.687828,-77.494385,4.311716,1.361677,4.311716,1.361677,-79.999855,-80,16.460197,48.01302,356.239594,293.424133,284.4245,0.167569,0.138147,255.110931,-0.018829,0.084113,0.125896,0,1
83.801178,-77.780373,-76.586929,4.402461,1.363146,4.402461,1.363146,-79.999855,-80,17.6798,48.467308,374.734283,293.423706,284.56778,0.166364,0.137047,271.002533,-0.019453,0.086234,0.125913,0,1
84.160851,-76.315346,-75.121902,4.530182,1.34705,4.530182,1.34705,-79.999855,-80,19.616478,49.141949,398.267029,293.423004,284.772186,0.165264,0.139346,294.951569,-0.019474,0.088049,0.125934,0,1
84.388054,-75.27005,-74.076599,4.596902,1.3391,4.596902,1.3391,-69.999855,-70,20.966009,49.587025,410.552368,293.422577,284.899536,0.165504,0.143591,310.870789,-0.019244,0.090604,0.125969,0,1
84.719688,-73.606346,-72.412903,4.646575,1.349264,4.646575,1.349264,-69.999855,-70,23.06086,50.247395,426.600555,293.422119,285.075226,0.167384,0.152994,333.715363,-0.01913,0.091938,0.12599,0,1
84.934311,-72.437134,-71.24369,4.67832,1.374402,4.67832,1.374402,-69.999855,-70,24.499691,50.68272,436.270264,293.421967,285.181824,0.169556,0.160308,348.153351,-0.019275,0.092932,0.126013,0,1
85.245834,-70.600777,-69.407333,4.741188,1.436264,4.741188,1.436264,-69.999855,-70,26.718702,51.32819,451.095978,293.422058,285.325653,0.173615,0.170697,368.458038,-0.019634,0.093566,0.126021,0,1
85.446129,-69.326004,-68.132561,4.793338,1.489016,4.793338,1.489016,-69.999855,-70,28.240656,51.753391,461.795197,293.422241,285.410645,0.176382,0.176283,381.045654,-0.020518,0.094824,0.126016,0,1
85.736732,-67.336624,-66.143181,4.863924,1.568558,4.863924,1.568558,-69.999855,-70,30.593304,52.383358,478.888641,293.422546,285.52124,0.180076,0.181758,399.519775,-0.021272,0.095867,0.126007,0,1
