airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,
Command: takeoff
0.397587,-26.745735,-25.55229,3.071391,1.362182,2.716388,0.178842,-29.999857,-30.0,18.855347,4.0E-5,-3.01E-4,297.86554,14.551476,-0.046375,-0.036006,-16.387691,-0.0,0.0,0.0,0.0,0.0,607.021423,
0.342015,-26.747484,-25.554039,3.030132,1.224815,2.716327,0.178799,-29.999857,-30.0,18.855345,3.9E-5,1.0E-4,297.864288,13.946509,-0.046368,-0.030982,-12.714182,-0.01946,0.054328,0.0,0.0,1.0,615.475342,
0.30937,-26.748388,-25.554945,2.885957,0.747385,2.715314,0.178574,-29.999857,-30.0,18.855345,3.8E-5,-0.00211,297.863434,13.550286,-0.046459,-0.028042,-16.825424,-0.017497,0.054327,6.3E-5,0.0,1.0,680.472351,
0.268758,-26.749426,-25.555983,2.725811,0.265751,2.698905,0.176064,-29.999857,-30.0,18.855295,1.04E-4,-0.021437,297.862,12.989382,-0.046662,-0.024336,-9.039592,-0.010677,0.054306,1.05E-4,0.0,1.0,857.655762,
0.250987,-26.750021,-25.556576,2.650904,0.171751,2.650904,0.171751,-29.999857,-30.0,18.855118,4.8E-4,-0.060494,297.860687,12.604954,-0.048773,-0.022107,-12.709227,-0.003796,0.053978,1.77E-4,0.0,1.0,1018.844238,
0.27135,-26.750734,-25.557291,2.585171,0.161415,2.585171,0.161415,-29.999857,-30.0,18.855034,0.003243,0.039224,297.858612,12.080731,-0.049224,-0.019389,-16.039591,-0.002454,0.053018,2.43E-4,0.0,1.0,1266.365356,
0.362945,-26.751083,-25.55764,2.572644,0.152261,2.572644,0.152261,-29.999857,-30.0,18.855318,0.00799,0.13107,297.857208,11.753378,-0.049895,-0.017852,-17.440336,-0.002306,0.051703,3.46E-4,0.0,1.0,1426.097778,
0.656698,-26.751333,-25.557888,2.580345,0.136442,2.580345,0.136442,-29.999857,-30.0,18.856361,0.022208,0.28686,297.854462,11.299947,-0.045595,-0.01598,-18.37319,-0.002175,0.051453,4.17E-4,0.0,1.0,1641.158447,
0.942872,-26.751265,-25.557819,2.592728,0.12533,2.592728,0.12533,-29.999857,-30.0,18.857521,0.038022,0.403293,297.85141,11.024968,-0.038837,-0.015102,-18.121033,-0.001949,0.051607,5.54E-4,0.0,1.0,1763.434204,
1.482529,-26.750719,-25.557276,2.613472,0.109149,2.613472,0.109149,-29.999857,-30.0,18.860064,0.073764,0.607183,297.841705,10.656653,-0.025957,-0.014718,-15.976521,-0.00179,0.051855,7.07E-4,0.0,1.0,1913.455444,
1.903767,-26.750006,-25.556562,2.626712,0.099472,2.626712,0.099472,-29.999857,-30.0,18.862366,0.106858,0.765419,297.831665,10.441974,-0.023432,-0.015064,-12.632908,-0.001559,0.052269,0.001192,0.0,1.0,1992.594971,
2.58848,-26.748373,-25.554928,2.643056,0.087175,2.643056,0.087175,-29.999857,-30.0,18.866697,0.17002,1.015065,297.810547,10.174753,-0.02537,-0.01646,7.727469,-0.001421,0.052534,0.001694,0.0,1.0,2082.227051,
3.118462,-26.746716,-25.55327,2.652826,0.079902,2.652826,0.079902,-29.999857,-30.0,18.870567,0.226726,1.206897,297.791351,10.01774,-0.026224,-0.017942,16.792717,-0.001245,0.052861,0.00275,0.0,1.0,2130.592285,
3.926588,-26.743498,-25.550053,2.663808,0.071563,2.663808,0.071563,-29.999857,-30.0,18.877354,0.326235,1.504108,297.759735,9.841374,-0.027134,-0.020378,19.237823,-0.001141,0.053057,0.003709,0.0,1.0,2182.223633,
4.487967,-26.740755,-25.547312,2.669727,0.06723,2.669727,0.06723,-29.999857,-30.0,18.882723,0.404593,1.709573,297.736389,9.756086,-0.027501,-0.022128,7.210467,-0.001022,0.053276,0.00529,0.0,1.0,2207.321045,
5.354437,-26.735666,-25.542223,2.67661,0.062247,2.67661,0.062247,-29.999857,-30.0,18.89209,0.540421,2.030934,297.701263,9.675396,-0.027983,-0.024398,6.620716,-9.6E-4,0.053395,0.006458,0.0,1.0,2234.452393,
5.943839,-26.731577,-25.538134,2.680416,0.059719,2.680416,0.059719,-29.999857,-30.0,18.899239,0.643194,2.250534,297.678314,9.652066,-0.028132,-0.025633,15.602555,-8.89E-4,0.053532,0.008214,0.0,1.0,2247.138184,
6.839895,-26.724316,-25.53087,2.685041,0.056798,2.685041,0.056798,-29.999857,-30.0,18.911345,0.815578,2.58449,297.648071,9.660515,-0.028276,-0.026561,13.373534,-8.53E-4,0.053608,0.009361,0.0,1.0,2260.201416,
7.442817,-26.718691,-25.525248,2.687758,0.055263,2.687758,0.055263,-29.999857,-30.0,18.920351,0.942517,2.809885,297.631104,9.693549,-0.028158,-0.026588,15.81496,-8.11E-4,0.053701,0.010873,0.0,1.0,2265.883545,
8.35222,-26.70904,-25.515594,2.691297,0.053373,2.691297,0.053373,-29.999857,-30.0,18.935278,1.150634,3.151679,297.612885,9.781203,-0.027767,-0.025466,11.899467,-7.89E-4,0.053755,0.011722,0.0,1.0,2271.095947,
8.934676,-26.702089,-25.508646,2.693426,0.052364,2.693426,0.052364,-29.999857,-30.0,18.945709,1.294521,3.369035,297.605713,9.859364,-0.027262,-0.024131,19.234299,-7.62E-4,0.053826,0.012633,0.0,1.0,2272.846924,
9.873075,-26.689573,-25.49613,2.696602,0.050922,2.696602,0.050922,-29.999857,-30.0,18.963953,1.54343,3.722251,297.601807,10.017781,-0.026236,-0.021026,17.594351,-7.48E-4,0.053869,0.012991,0.0,1.0,2273.787354,
10.481407,-26.680563,-25.487118,2.69947,0.050137,2.69947,0.050137,-29.999857,-30.0,18.976797,1.716121,3.993737,297.603668,10.139935,-0.025382,-0.018576,11.722672,-7.27E-4,0.053932,0.013187,0.0,1.0,2273.462891,
11.391474,-26.665632,-25.472189,2.710709,0.041546,2.710709,0.041546,-29.999857,-30.0,18.998133,1.991253,4.453973,297.611267,10.348012,-0.024735,-0.014778,19.417892,-7.16E-4,0.053989,0.013094,0.0,1.0,2271.982422,
11.996407,-26.654682,-25.461237,2.717121,0.034796,2.717121,0.034796,-29.999857,-30.0,19.013542,2.185124,4.805347,297.618774,10.501175,-0.022941,-0.012178,9.088717,-5.94E-4,0.054214,0.012714,0.0,1.0,2270.49707,
12.900759,-26.636648,-25.443203,2.719511,0.03371,2.719511,0.03371,-29.999857,-30.0,19.038456,2.491115,5.152366,297.630951,10.748911,-0.020464,-0.008417,19.45048,-4.97E-4,0.054342,0.012338,0.0,1.0,2267.731201,
13.501813,-26.623568,-25.430124,2.720667,0.033788,2.720667,0.033788,-29.999857,-30.0,19.056047,2.704952,5.391059,297.638672,10.923747,-0.019503,-0.006264,18.667894,-4.82E-4,0.05439,0.011729,0.0,1.0,2265.618652,
14.400051,-26.602404,-25.408958,2.723061,0.034178,2.723061,0.034178,-29.999857,-30.0,19.083912,3.039993,5.745749,297.647491,11.196518,-0.018605,-0.00386,17.481287,-4.83E-4,0.054413,0.011343,0.0,1.0,2262.637207,
14.996664,-26.587276,-25.393831,2.725013,0.034731,2.725013,0.034731,-29.999857,-30.0,19.103477,3.272603,5.983002,297.651031,11.383057,-0.018366,-0.002812,14.174128,-4.88E-4,0.054461,0.010902,0.0,1.0,2261.819092,
15.889403,-26.563095,-25.369652,2.728275,0.035866,2.728275,0.035866,-29.999857,-30.0,19.134302,3.634952,6.336854,297.652039,11.665971,-0.018559,-0.002094,15.420425,-4.96E-4,0.0545,0.010725,0.0,1.0,2261.904297,
16.483608,-26.545963,-25.352518,2.730716,0.03666,2.730716,0.03666,-29.999857,-30.0,19.155838,3.885239,6.574409,297.649994,11.854408,-0.019004,-0.002092,17.698027,-5.12E-4,0.054566,0.010675,0.0,1.0,2262.526367,
17.373955,-26.51878,-25.325335,2.734617,0.037821,2.734617,0.037821,-29.999857,-30.0,19.189623,4.273373,6.931142,297.643799,12.133108,-0.02,-0.002575,18.397976,-5.24E-4,0.054614,0.010777,0.0,1.0,2263.968506,
