airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,
Command: takeoff
4.073675,-97.063988,-95.870544,2.98294,1.411391,2.594405,0.116275,-99.999855,-100.0,2.286571,0.0,0.008207,297.868927,277.939392,0.008932,-0.05086,-11.607164,-0.0,0.0,0.0,0.0,0.0,599.197021,
4.055193,-97.078789,-95.885345,2.981316,1.406257,2.594549,0.117033,-99.999855,-100.0,2.2866,0.0,0.008106,297.868103,280.318542,0.00881,-0.045795,-18.217314,-0.0,0.0,0.0,0.0,0.0,599.21875,
4.045894,-97.095329,-95.901886,2.777635,0.752865,2.587125,0.117829,-99.999855,-100.0,2.28661,2.9E-5,-0.008106,297.866821,283.685303,0.008504,-0.039398,-8.494168,-0.020089,0.051891,4.1E-5,0.0,1.0,672.08728,
4.064668,-97.103569,-95.910126,2.64674,0.377377,2.568707,0.117267,-99.999855,-100.0,2.286557,1.22E-4,-0.026596,297.865936,285.777374,0.008269,-0.035831,-11.11845,-0.010755,0.051743,1.05E-4,0.0,1.0,779.27478,
4.157764,-97.114174,-95.920731,2.525038,0.11264,2.525038,0.11264,-99.999855,-100.0,2.286436,8.22E-4,-9.38E-4,297.864105,289.093506,0.008559,-0.030777,-12.316473,-0.005391,0.051374,1.5E-4,0.0,1.0,1014.029114,
4.267558,-97.119141,-95.925697,2.519536,0.107229,2.519536,0.107229,-99.999855,-100.0,2.286501,0.002503,0.038889,297.86261,290.997375,0.008216,-0.028205,-11.331988,-0.001609,0.050501,2.41E-4,0.0,1.0,1170.589355,
4.540509,-97.125175,-95.931732,2.540447,0.095617,2.540447,0.095617,-99.999855,-100.0,2.286864,0.009322,0.099282,297.859375,293.792542,0.004149,-0.024861,-15.581603,-0.001532,0.050391,3.16E-4,0.0,1.0,1410.211426,
4.785342,-97.128113,-95.934669,2.563885,0.086851,2.563885,0.086851,-99.999855,-100.0,2.28725,0.017764,0.140449,297.855743,295.446808,-0.001255,-0.023273,-17.043615,-0.001366,0.050809,4.78E-4,0.0,1.0,1550.075684,
5.309809,-97.131721,-95.938278,2.607244,0.07197,2.607244,0.07197,-99.999855,-100.0,2.288127,0.041595,0.195249,297.843842,297.932068,-0.011149,-0.021923,-9.272367,-0.001241,0.051278,6.59E-4,0.0,1.0,1748.21167,
5.695253,-97.133278,-95.939827,2.632813,0.063533,2.632813,0.063533,-99.999855,-100.0,2.288799,0.06342,0.222615,297.830872,299.276306,-0.015463,-0.022118,-17.159781,-0.001028,0.052145,0.001254,0.0,1.0,1846.647705,
6.407825,-97.134964,-95.941521,2.667251,0.052028,2.667251,0.052028,-99.999855,-100.0,2.2901,0.112489,0.281032,297.798218,301.171143,-0.023515,-0.024225,-13.395119,-9.08E-4,0.052656,0.001903,0.0,1.0,1972.802612,
6.899386,-97.13559,-95.942146,2.684319,0.046834,2.684319,0.046834,-99.999855,-100.0,2.291057,0.152615,0.316136,297.769287,302.177124,-0.015832,-0.026693,-16.220551,-7.43E-4,0.053345,0.003535,0.0,1.0,2033.491699,
7.727567,-97.136009,-95.942566,2.703275,0.041827,2.703275,0.041827,-99.999855,-100.0,2.292798,0.231496,0.379042,297.711731,303.480957,-0.006761,-0.03196,-17.872396,-6.69E-4,0.053686,0.004982,0.0,1.0,2106.042725,
8.016715,-97.136009,-95.942566,2.708007,0.041049,2.708007,0.041049,-99.999855,-100.0,2.293451,0.26233,0.401551,297.688721,303.841522,-0.004442,-0.034149,-17.886969,-6.69E-4,0.053686,0.004982,0.0,1.0,2125.107666,
