airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,Command_fault,Command
6.84994,-88.017265,-86.823822,2.974251,1.365121,2.592293,0.091927,-89.999855,-90.0,2.286655,0.0,0.008541,297.863708,288.769928,0.012518,-0.031083,-18.252131,-0.0,0.0,0.0,0.0,0.0,600.388855,, takeoff
6.925419,-88.021339,-86.827896,2.972772,1.359024,2.592577,0.091708,-89.999855,-90.0,2.286685,0.0,0.009345,297.862823,290.848511,0.012551,-0.028009,-13.580502,-0.0,0.0,0.0,0.0,0.0,600.428711,, takeoff
6.999017,-88.024437,-86.830994,2.858164,0.984663,2.590175,0.091366,-89.999855,-90.0,2.286702,4.0E-6,-0.001708,297.861969,292.665649,0.012528,-0.025462,-15.888958,-0.019415,0.051852,4.4E-5,0.0,1.0,631.127991,, takeoff
7.120382,-88.028419,-86.834976,2.63735,0.336615,2.563134,0.089231,-89.999855,-90.0,2.286626,1.46E-4,-0.031185,297.860504,295.373108,0.012411,-0.021912,-9.952029,-0.014067,0.051803,8.7E-5,0.0,1.0,784.738464,, takeoff
7.203012,-88.030334,-86.836891,2.540649,0.122786,2.529661,0.086159,-89.999855,-90.0,2.28651,3.69E-4,-0.036678,297.859467,296.845215,0.012356,-0.020111,-18.865709,-0.004809,0.051263,1.6E-4,0.0,1.0,914.423462,, takeoff
7.414439,-88.032974,-86.839531,2.492736,0.076994,2.492736,0.076994,-89.999855,-90.0,2.286466,0.002248,0.02127,297.857574,299.071625,0.012868,-0.017545,-19.108822,-0.001754,0.050593,2.12E-4,0.0,1.0,1158.762085,, takeoff
7.612648,-88.03434,-86.840897,2.490062,0.06846,2.490062,0.06846,-89.999855,-90.0,2.286609,0.005734,0.061231,297.85611,300.340881,0.013842,-0.01618,-14.321514,-0.0011,0.049855,3.07E-4,0.0,1.0,1317.703247,, takeoff
7.612648,-88.03434,-86.840897,2.490062,0.06846,2.490062,0.06846,-89.999855,-90.0,2.286609,0.005734,0.061231,297.85611,300.340881,0.013842,-0.01618,-14.321514,-0.0011,0.049855,3.07E-4,0.0,1.0,1317.703247,, takeoff
8.538776,-88.037178,-86.843735,2.52405,0.036626,2.52405,0.036626,-89.999855,-90.0,2.287828,0.038081,0.17351,297.846985,303.286133,0.020183,-0.013696,-15.59927,-9.78E-4,0.049801,3.8E-4,0.0,1.0,1723.798218,, takeoff
8.973506,-88.037621,-86.844177,2.539825,0.025388,2.539825,0.025388,-89.999855,-90.0,2.28851,0.060564,0.216117,297.840607,304.001343,0.023043,-0.013501,-17.385128,-5.23E-4,0.050481,8.36E-4,0.0,1.0,1830.241699,, takeoff
