airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,Command_fault,Command
6.525526,-87.982544,-86.789101,2.968866,1.35255,2.590964,0.092877,-89.999855,-90.0,2.286516,0.0,0.007704,297.867828,278.051666,0.012377,-0.050891,-13.165772,-0.0,0.0,0.0,0.0,0.0,600.212585,, takeoff
6.586315,-87.992584,-86.799141,2.974481,1.370174,2.591237,0.092693,-89.999855,-90.0,2.286544,0.0,0.007838,297.867004,280.335571,0.012406,-0.046044,-9.398815,-0.0,0.0,0.0,0.0,0.0,600.24707,, takeoff
6.690599,-88.004677,-86.811234,2.765085,0.699805,2.582725,0.091937,-89.999855,-90.0,2.286546,4.0E-5,-0.011087,297.865631,283.794739,0.012325,-0.039492,-17.605227,-0.019574,0.051825,4.1E-5,0.0,1.0,676.619385,, takeoff
6.759832,-88.010574,-86.817131,2.634387,0.331467,2.562036,0.090295,-89.999855,-90.0,2.28648,1.45E-4,-0.031218,297.864655,285.884613,0.012236,-0.035948,-7.179806,-0.009997,0.051654,1.1E-4,0.0,1.0,784.606812,, takeoff
6.902297,-88.017921,-86.824478,2.509551,0.084432,2.509551,0.084432,-89.999855,-90.0,2.286311,7.5E-4,-0.01782,297.862946,289.026794,0.012216,-0.031151,-18.537884,-0.004735,0.051241,1.59E-4,0.0,1.0,1004.760498,, takeoff
7.048883,-88.02179,-86.828346,2.491788,0.077783,2.491788,0.077783,-89.999855,-90.0,2.286322,0.002354,0.022442,297.861664,291.015717,0.012691,-0.028414,-13.012076,-0.001206,0.050191,2.44E-4,0.0,1.0,1165.380981,, takeoff
7.376863,-88.026482,-86.833038,2.493441,0.064042,2.493441,0.064042,-89.999855,-90.0,2.286606,0.009092,0.08508,297.859131,293.886108,0.014734,-0.024871,-10.620462,-0.001111,0.049836,3.08E-4,0.0,1.0,1407.30249,, takeoff
7.646945,-88.028748,-86.835304,2.503633,0.054075,2.503633,0.054075,-89.999855,-90.0,2.286937,0.017319,0.121256,297.856659,295.536835,0.017055,-0.023109,-8.455222,-9.15E-4,0.049869,4.35E-4,0.0,1.0,1544.547241,, takeoff
8.175068,-88.031471,-86.838028,2.524704,0.037697,2.524704,0.037697,-89.999855,-90.0,2.287684,0.038975,0.177362,297.850494,297.894348,0.022024,-0.021057,-9.626606,-7.73E-4,0.050073,5.58E-4,0.0,1.0,1729.883179,, takeoff
8.593018,-88.032814,-86.839371,2.539738,0.026899,2.539738,0.026899,-89.999855,-90.0,2.28834,0.060769,0.215849,297.844086,299.302734,0.024754,-0.020217,-16.51882,-5.39E-4,0.050494,8.67E-4,0.0,1.0,1831.871826,, takeoff
9.078396,-88.033867,-86.840424,2.554563,0.016279,2.554563,0.016279,-89.999855,-90.0,2.289163,0.090799,0.256312,297.834961,300.623932,0.028702,-0.019812,-8.463346,-3.84E-4,0.050795,0.001187,0.0,1.0,1920.411377,, takeoff
9.078396,-88.033867,-86.840424,2.554563,0.016279,2.554563,0.016279,-89.999855,-90.0,2.289163,0.090799,0.256312,297.834961,300.623932,0.028702,-0.019812,-8.463346,-3.84E-4,0.050795,0.001187,0.0,1.0,1920.411377,, takeoff
10.691483,-88.035522,-86.842079,2.589741,-0.008371,2.589741,-0.008371,-89.999855,-90.0,2.292413,0.225549,0.388655,297.793091,303.561005,0.028993,-0.021051,-17.133671,-2.33E-4,0.051091,0.001643,0.0,1.0,2091.073975,, takeoff
11.282505,-88.035378,-86.841934,2.599179,-0.014375,2.599179,-0.014375,-89.999855,-90.0,2.293798,0.287866,0.438028,297.773315,304.247528,0.02909,-0.022208,-16.555923,1.2E-4,0.051795,0.003737,0.0,1.0,2126.648193,, takeoff
12.202358,-88.034729,-86.841286,2.609354,-0.021692,2.609354,-0.021692,-89.999855,-90.0,2.296188,0.398533,0.517347,297.743774,305.003082,0.029204,-0.02366,-13.6769,2.05E-4,0.051984,0.004726,0.0,1.0,2165.89917,, takeoff
12.804074,-88.034058,-86.840614,2.614965,-0.025495,2.614965,-0.025495,-89.999855,-90.0,2.297922,0.480184,0.566385,297.725098,305.315948,0.029338,-0.024418,-9.848392,3.1E-4,0.052187,0.006203,0.0,1.0,2184.014648,, takeoff
13.790548,-88.032578,-86.839134,2.622793,-0.030463,2.622793,-0.030463,-89.999855,-90.0,2.30106,0.629509,0.651197,297.698273,305.549194,0.02962,-0.024946,10.060354,3.64E-4,0.052299,0.007136,0.0,1.0,2204.788086,, takeoff
14.411169,-88.031418,-86.837975,2.627279,-0.032871,2.627279,-0.032871,-89.999855,-90.0,2.303233,0.733447,0.705327,297.683807,305.532104,0.029987,-0.024862,16.026913,4.35E-4,0.052456,0.008478,0.0,1.0,2214.628906,, takeoff
15.418765,-88.029175,-86.835732,2.633798,-0.035956,2.633798,-0.035956,-89.999855,-90.0,2.307091,0.918319,0.793723,297.666901,305.257813,0.030578,-0.023713,14.656636,4.7E-4,0.052546,0.009201,0.0,1.0,2227.401367,, takeoff
16.048599,-88.02755,-86.834106,2.637785,-0.037606,2.637785,-0.037606,-89.999855,-90.0,2.309718,1.044075,0.84812,297.660492,304.942627,0.031126,-0.022429,9.48058,5.14E-4,0.052676,0.010046,0.0,1.0,2233.840088,, takeoff
17.039783,-88.024651,-86.831207,2.643805,-0.040016,2.643805,-0.040016,-89.999855,-90.0,2.314186,1.257287,0.934976,297.657776,304.244324,0.032187,-0.019498,11.623796,5.37E-4,0.052756,0.010367,0.0,1.0,2242.17041,, takeoff
17.702826,-88.022476,-86.829033,2.647896,-0.041535,2.647896,-0.041535,-89.999855,-90.0,2.317408,1.410337,0.993426,297.660614,303.651367,0.033063,-0.017044,9.130638,5.72E-4,0.052876,0.010503,0.0,1.0,2246.794922,, takeoff
18.699846,-88.01886,-86.825417,2.653911,-0.043743,2.653911,-0.043743,-89.999855,-90.0,2.322607,1.65592,1.08132,297.671021,302.592194,0.034583,-0.01284,15.087266,5.93E-4,0.052958,0.010361,0.0,1.0,2252.683105,, takeoff
19.698734,-88.014816,-86.821373,2.660052,-0.045826,2.660052,-0.045826,-89.999855,-90.0,2.328247,1.920264,1.169348,297.687378,301.356812,0.036245,-0.00832,9.25648,6.25E-4,0.053078,0.00984,0.0,1.0,2257.624756,, takeoff
20.39344,-88.011749,-86.818306,2.664351,-0.047183,2.664351,-0.047183,-89.999855,-90.0,2.332422,2.114604,1.231851,297.70105,300.41214,0.037353,-0.005208,12.420047,6.55E-4,0.053201,0.009023,0.0,1.0,2260.640869,, takeoff
21.36656,-88.007118,-86.813675,2.67029,-0.048903,2.67029,-0.048903,-89.999855,-90.0,2.338626,2.401133,1.320248,297.720795,298.993561,0.038885,-0.001284,9.615939,6.74E-4,0.053287,0.008339,0.0,1.0,2264.435547,, takeoff
22.00493,-88.003853,-86.81041,2.674325,-0.049951,2.674325,-0.049951,-89.999855,-90.0,2.34293,2.598396,1.372635,297.733551,298.013336,0.039729,9.66E-4,13.495842,6.99E-4,0.053406,0.007352,0.0,1.0,2266.717285,, takeoff
23.005062,-87.998383,-86.804939,2.680609,-0.051359,2.680609,-0.051359,-89.999855,-90.0,2.350029,2.921073,1.461199,297.751404,296.425903,0.040674,0.00373,15.193714,7.14E-4,0.053486,0.006714,0.0,1.0,2270.0354,, takeoff
23.727184,-87.994171,-86.800728,2.685314,-0.052306,2.685314,-0.052306,-89.999855,-90.0,2.355431,3.164426,1.525009,297.762543,295.254608,0.041053,0.005214,10.545589,7.34E-4,0.053612,0.005821,0.0,1.0,2272.283203,, takeoff
24.393129,-87.990082,-86.796638,2.689622,-0.053076,2.689622,-0.053076,-89.999855,-90.0,2.360622,3.396542,1.58356,297.771118,294.166382,0.041224,0.006171,17.846712,7.47E-4,0.053706,0.005264,0.0,1.0,2274.272949,, takeoff
25.392017,-87.983589,-86.790146,2.6962,-0.054237,2.6962,-0.054237,-89.999855,-90.0,2.368778,3.757849,1.677215,297.780884,292.541016,0.041185,0.006965,12.200214,7.58E-4,0.053792,0.004835,0.0,1.0,2277.140137,, takeoff
26.029028,-87.979218,-86.785774,2.700605,-0.055012,2.700605,-0.055012,-89.999855,-90.0,2.37422,3.996732,1.733757,297.786011,291.51825,0.041012,0.007246,6.709133,7.75E-4,0.053924,0.004347,0.0,1.0,2278.914307,, takeoff
27.052038,-87.971817,-86.778366,2.707672,-0.056338,2.707672,-0.056338,-89.999855,-90.0,2.383353,4.393811,1.821215,297.793365,289.918518,0.040735,0.007516,18.755295,7.86E-4,0.054012,0.004091,0.0,1.0,2281.69873,, takeoff
27.687296,-87.96698,-86.773537,2.712673,-0.057309,2.712673,-0.057309,-89.999855,-90.0,2.389292,4.648394,1.910214,297.798309,288.962372,0.04062,0.007729,17.489052,8.05E-4,0.054153,0.003723,0.0,1.0,2283.395996,, takeoff
