airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,Command_fault,Command
6.381647,-87.985313,-86.79187,2.971402,1.360131,2.591807,0.094812,-89.999855,-90.0,2.286493,0.0,0.005962,297.866974,278.815033,0.012268,-0.04417,-17.923319,-0.0,0.0,0.0,0.0,0.0,600.133789,, takeoff
6.415716,-87.994873,-86.801422,2.97724,1.3783,2.59229,0.095133,-89.999855,-90.0,2.286514,0.0,0.005962,297.86615,281.091217,0.012237,-0.039948,-13.645946,-0.0,0.0,0.0,0.0,0.0,600.142578,, takeoff
6.476498,-88.006119,-86.812675,2.773902,0.725698,2.584776,0.09528,-89.999855,-90.0,2.286506,3.4E-5,-0.012729,297.864868,284.43631,0.012055,-0.034385,-17.071224,-0.01969,0.051846,4.1E-5,0.0,1.0,672.633423,, takeoff
6.521402,-88.012009,-86.818565,2.63706,0.338005,2.563918,0.0942,-89.999855,-90.0,2.286433,1.4E-4,-0.033161,297.863892,286.597076,0.011893,-0.031163,-7.212792,-0.010367,0.051696,1.05E-4,0.0,1.0,784.408325,, takeoff
6.622367,-88.019012,-86.825569,2.511991,0.089214,2.511991,0.089214,-89.999855,-90.0,2.286254,7.35E-4,-0.019863,297.862183,289.698578,0.0121,-0.027013,-17.461905,-0.004829,0.051278,1.54E-4,0.0,1.0,1004.475281,, takeoff
6.741055,-88.022713,-86.829269,2.494876,0.083178,2.494876,0.083178,-89.999855,-90.0,2.286259,0.002323,0.021437,297.86087,291.655029,0.012711,-0.024665,-10.666085,-0.001274,0.05024,2.4E-4,0.0,1.0,1165.150757,, takeoff
7.015608,-88.027092,-86.833649,2.498058,0.070926,2.498058,0.070926,-89.999855,-90.0,2.286525,0.008741,0.082936,297.858185,294.395538,0.014922,-0.021738,-18.94364,-0.001188,0.049898,3.05E-4,0.0,1.0,1401.282227,, takeoff
7.269078,-88.029366,-86.835922,2.510313,0.061308,2.510313,0.061308,-89.999855,-90.0,2.286865,0.017205,0.121323,297.855225,296.079285,0.017243,-0.02025,-17.961893,-0.001013,0.049961,4.39E-4,0.0,1.0,1545.085083,, takeoff
7.755297,-88.031967,-86.838524,2.534293,0.046222,2.534293,0.046222,-89.999855,-90.0,2.287606,0.038788,0.176457,297.847504,298.369965,0.022588,-0.018826,-18.087051,-8.76E-4,0.050206,5.87E-4,0.0,1.0,1730.859863,, takeoff
8.1454,-88.033249,-86.839806,2.55129,0.036398,2.55129,0.036398,-89.999855,-90.0,2.288257,0.060525,0.215748,297.839111,299.731018,0.027566,-0.018503,-12.582374,-6.6E-4,0.050686,9.74E-4,0.0,1.0,1833.119995,, takeoff
8.1454,-88.033249,-86.839806,2.55129,0.036398,2.55129,0.036398,-89.999855,-90.0,2.288257,0.060525,0.215748,297.839111,299.731018,0.027566,-0.018503,-12.582374,-6.6E-4,0.050686,9.74E-4,0.0,1.0,1833.119995,, takeoff
9.548704,-88.035591,-86.842148,2.59508,0.012797,2.59508,0.012797,-89.999855,-90.0,2.290967,0.16769,0.334693,297.791748,302.931335,0.032601,-0.021027,-11.455894,-5.2E-4,0.051026,0.001393,0.0,1.0,2043.846313,, takeoff
10.111044,-88.035706,-86.842262,2.607408,0.006755,2.607408,0.006755,-89.999855,-90.0,2.292217,0.222677,0.381654,297.76535,303.755035,0.031263,-0.023178,-12.100373,-1.83E-4,0.051902,0.003761,0.0,1.0,2091.614502,, takeoff
10.674538,-88.035561,-86.842117,2.616239,0.002219,2.616239,0.002219,-89.999855,-90.0,2.293571,0.284574,0.428683,297.73764,304.395599,0.030208,-0.025375,-11.291966,-9.6E-5,0.052148,0.005081,0.0,1.0,2127.712646,, takeoff
11.552958,-88.034927,-86.841484,2.62691,-0.002491,2.62691,-0.002491,-89.999855,-90.0,2.29591,0.394618,0.504819,297.692383,305.08252,0.028865,-0.028803,-6.511912,-3.2E-5,0.052325,0.006467,0.0,1.0,2167.615234,, takeoff
