airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,
Command: takeoff
24.889257,-226.527023,-225.333572,3.04531,0.69895,2.711022,-0.415345,-219.999863,-220.0,17.857658,5.9E-5,0.003149,297.864655,104.807693,0.043813,-0.032687,-1671.44043,-0.0,0.0,0.0,0.0,0.0,605.315857,
24.910374,-231.937119,-230.743683,3.045022,0.692464,2.712684,-0.415332,-229.999863,-230.0,17.857668,5.8E-5,0.002613,297.8638,101.811516,0.043807,-0.029571,-1672.243896,-0.0,0.0,0.0,0.0,0.0,605.215698,
24.914541,-240.054611,-238.86116,2.862177,0.102572,2.706747,-0.415526,-239.999863,-240.0,17.857632,8.3E-5,-0.018255,297.862579,97.518089,0.043682,-0.025447,-1673.310425,-0.009892,0.054254,4.3E-5,0.0,1.0,678.63324,
24.895351,-245.463333,-244.269882,2.736858,-0.244651,2.685201,-0.41684,-239.999863,-240.0,17.857534,1.93E-4,-0.04187,297.861816,94.81604,0.043527,-0.023051,-1673.767944,-0.001465,0.054135,1.04E-4,0.0,1.0,792.242615,
24.927084,-250.436218,-249.242767,2.655296,-0.408032,2.651814,-0.419638,-249.999863,-250.0,17.857393,4.75E-4,-0.041535,297.861084,92.467667,0.042894,-0.021097,-1674.690674,0.003495,0.053704,1.42E-4,0.0,1.0,924.406067,
24.924582,-258.849182,-257.655731,2.615913,-0.428539,2.615913,-0.428539,-259.999847,-260.0,17.857302,0.002735,0.007336,297.859406,88.824219,0.042518,-0.018355,-1677.744019,0.005829,0.053036,1.79E-4,0.0,1.0,1174.47168,
24.923037,-262.690643,-261.497192,2.611579,-0.434281,2.611579,-0.434281,-259.999847,-260.0,17.857351,0.005279,0.03286,297.858276,87.288399,0.042496,-0.017333,-1678.018433,0.006122,0.052318,2.62E-4,0.0,1.0,1290.758179,
24.872738,-272.534729,-271.341309,2.622794,-0.452285,2.622794,-0.452285,-269.999847,-270.0,17.857737,0.019125,0.094325,297.853424,83.81958,0.04324,-0.015439,-1682.746094,0.006204,0.052232,3.19E-4,0.0,1.0,1563.092773,
24.867031,-280.834167,-279.640717,2.645641,-0.469551,2.645641,-0.469551,-279.999847,-280.0,17.858353,0.043372,0.144502,297.845673,81.335037,0.045299,-0.014668,-1680.007446,0.006461,0.052456,5.62E-4,0.0,1.0,1757.013062,
