airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,Command_fault,Command
3.180137,-25.030806,-23.83736,2.963033,1.354218,2.586548,0.099265,-19.999857,-20.0,2.285873,0.0,3.3E-5,297.868073,275.978027,0.011383,-0.049539,-15.179888,-0.0,0.0,0.0,0.0,0.0,602.003296,, takeoff
3.178619,-25.031004,-23.837561,2.968343,1.371989,2.586524,0.09926,-19.999857,-20.0,2.285873,0.0,0.0,297.867249,278.272491,0.011383,-0.044815,-16.035425,-0.0,0.0,0.0,0.0,0.0,602.031372,, takeoff
3.180396,-25.031155,-23.837709,2.765576,0.721572,2.5788,0.098985,-19.999857,-20.0,2.285832,3.1E-5,-0.017686,297.865936,281.685211,0.01128,-0.038583,-16.649048,-0.0196,0.05173,4.1E-5,0.0,1.0,675.464111,, takeoff
3.183216,-25.031183,-23.837738,2.630064,0.335982,2.558561,0.097639,-19.999857,-20.0,2.285743,1.34E-4,-0.036678,297.86496,283.916199,0.011141,-0.034969,-16.764339,-0.010308,0.051576,1.07E-4,0.0,1.0,788.90448,, takeoff
3.224188,-25.03117,-23.837727,2.514081,0.092168,2.514081,0.092168,-19.999857,-20.0,2.285581,8.09E-4,-0.012193,297.863251,287.157379,0.011181,-0.0303,-16.713182,-0.0048,0.051171,1.56E-4,0.0,1.0,1013.077942,, takeoff
3.303541,-25.031116,-23.837671,2.505325,0.085895,2.505325,0.085895,-19.999857,-20.0,2.285613,0.002578,0.030079,297.861908,289.227692,0.011868,-0.027644,-16.497116,-0.001317,0.050282,2.41E-4,0.0,1.0,1177.402832,, takeoff
3.529831,-25.03092,-23.837477,2.521973,0.072831,2.521973,0.072831,-19.999857,-20.0,2.28593,0.009846,0.089133,297.859039,292.244568,0.015292,-0.024252,-15.678265,-0.001227,0.050106,3.08E-4,0.0,1.0,1424.856812,, takeoff
3.74053,-25.03071,-23.837267,2.541727,0.06334,2.541727,0.06334,-19.999857,-20.0,2.286276,0.018636,0.125476,297.855927,293.997437,0.018279,-0.022644,-14.75568,-0.00104,0.050439,4.52E-4,0.0,1.0,1564.892456,, takeoff
4.178798,-25.03023,-23.836786,2.576037,0.048075,2.576037,0.048075,-19.999857,-20.0,2.287026,0.041648,0.176625,297.847229,296.528748,0.024647,-0.021048,-12.378347,-9.05E-4,0.050835,6.07E-4,0.0,1.0,1753.510254,, takeoff
4.539729,-25.029799,-23.836355,2.598049,0.038334,2.598049,0.038334,-19.999857,-20.0,2.287665,0.064728,0.209484,297.837402,298.060577,0.028131,-0.020747,-9.764985,-6.87E-4,0.051521,0.001042,0.0,1.0,1857.016479,, takeoff
5.170496,-25.028976,-23.835531,2.625272,0.025732,2.625272,0.025732,-19.999857,-20.0,2.288835,0.113143,0.260398,297.814606,300.108063,0.035334,-0.021588,3.872436,-5.48E-4,0.051961,0.001534,0.0,1.0,1980.683594,, takeoff
5.661559,-25.028276,-23.834831,2.63998,0.018928,2.63998,0.018928,-19.999857,-20.0,2.289809,0.1576,0.299756,297.791931,301.345245,0.033059,-0.023137,10.441252,-3.68E-4,0.052505,0.002673,0.0,1.0,2046.876709,, takeoff
6.4066,-25.027103,-23.833658,2.654304,0.012314,2.654304,0.012314,-19.999857,-20.0,2.291418,0.236034,0.361356,297.751068,302.814056,0.030972,-0.026407,16.319284,-2.7E-4,0.0528,0.003807,0.0,1.0,2117.289795,, takeoff
6.948103,-25.026161,-23.832718,2.661114,0.009702,2.661114,0.009702,-19.999857,-20.0,2.292704,0.301259,0.408116,297.716034,303.640625,0.029616,-0.029456,7.214265,-1.76E-4,0.053086,0.00585,0.0,1.0,2153.374512,, takeoff
