airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,engine_rpm,Command_fault,Command
3.182955,-25.030342,-23.836897,2.970143,1.377822,2.586576,0.099266,-19.999857,-20.0,2.285873,0.0,-1.34E-4,297.869263,272.741699,0.011383,-0.057095,-12.970691,-0.0,0.0,0.0,0.0,0.0,601.963684,, takeoff
3.181108,-25.030825,-23.837381,2.920282,1.21299,2.586161,0.099256,-19.999857,-20.0,2.28587,0.0,-0.004221,297.868011,276.169281,0.011367,-0.049129,-15.265739,-0.019683,0.051732,0.0,0.0,1.0,610.45929,, takeoff
3.181998,-25.031019,-23.837576,2.765459,0.721049,2.578841,0.09899,-19.999857,-20.0,2.285832,3.1E-5,-0.017887,297.867126,278.46344,0.01127,-0.044465,-16.098446,-0.017328,0.051723,6.3E-5,0.0,1.0,675.41217,, takeoff
3.189327,-25.031183,-23.83774,2.573387,0.200239,2.54221,0.096316,-19.999857,-20.0,2.285675,2.27E-4,-0.041368,297.865601,281.873383,0.011088,-0.038377,-16.768789,-0.010301,0.051577,1.07E-4,0.0,1.0,858.308411,, takeoff
3.224983,-25.031235,-23.83779,2.514073,0.09217,2.514073,0.09217,-19.999857,-20.0,2.28558,8.08E-4,-0.012126,297.86441,284.101563,0.010862,-0.034881,-16.969074,-0.002861,0.050844,1.83E-4,0.0,1.0,1012.980896,, takeoff
3.362649,-25.031214,-23.837769,2.50778,0.082055,2.50778,0.082055,-19.999857,-20.0,2.285682,0.004193,0.050847,297.862305,287.338257,0.011769,-0.030397,-16.885902,-0.001317,0.050281,2.43E-4,0.0,1.0,1259.467163,, takeoff
3.522009,-25.031113,-23.837667,2.521204,0.073232,2.521204,0.073232,-19.999857,-20.0,2.285917,0.009542,0.089501,297.860321,289.405365,0.013586,-0.027894,-16.480383,-0.001172,0.050156,3.48E-4,0.0,1.0,1418.343994,, takeoff
3.871876,-25.030806,-23.83736,2.552944,0.058283,2.552944,0.058283,-19.999857,-20.0,2.286497,0.024906,0.142995,297.854858,292.338501,0.018716,-0.025034,-15.179553,-0.001046,0.050424,4.47E-4,0.0,1.0,1632.019165,, takeoff
4.178255,-25.030489,-23.837044,2.576178,0.048079,2.576178,0.048079,-19.999857,-20.0,2.287026,0.041622,0.176792,297.848389,294.165863,0.022906,-0.023827,-13.70819,-8.33E-4,0.051059,7.2E-4,0.0,1.0,1753.383911,, takeoff
4.737949,-25.029837,-23.836391,2.607772,0.033811,2.607772,0.033811,-19.999857,-20.0,2.288024,0.078887,0.228845,297.832336,296.69046,0.031502,-0.02321,-10.021632,-6.87E-4,0.051524,0.001044,0.0,1.0,1902.158081,, takeoff
5.169363,-25.02928,-23.835836,2.625427,0.025743,2.625427,0.025743,-19.999857,-20.0,2.288834,0.113085,0.2607,297.815765,298.217194,0.035414,-0.023751,-5.073465,-4.83E-4,0.052155,0.001846,0.0,1.0,1980.578613,, takeoff
5.887697,-25.028254,-23.834808,2.645011,0.016503,2.645011,0.016503,-19.999857,-20.0,2.29028,0.180081,0.318581,297.781738,300.25592,0.03251,-0.025842,10.584044,-3.68E-4,0.052509,0.002675,0.0,1.0,2071.48291,, takeoff
6.404929,-25.027433,-23.83399,2.654409,0.012324,2.654409,0.012324,-19.999857,-20.0,2.291416,0.235927,0.361523,297.752075,301.439911,0.030994,-0.028127,14.897106,-2.36E-4,0.0529,0.004376,0.0,1.0,2117.209717,, takeoff
7.22428,-25.02599,-23.832544,2.663556,0.008799,2.663556,0.008799,-19.999857,-20.0,2.293402,0.33731,0.4323,297.698456,302.943756,0.028889,-0.032498,8.710657,-1.76E-4,0.053088,0.005859,0.0,1.0,2168.28833,, takeoff
7.792543,-25.02487,-23.831427,2.667625,0.0073,2.667625,0.0073,-19.999857,-20.0,2.29493,0.416933,0.48241,297.656921,303.761719,0.027539,-0.035949,15.031719,-1.26E-4,0.053271,0.00854,0.0,1.0,2193.10791,, takeoff
8.668355,-25.022943,-23.829498,2.671473,0.006077,2.671473,0.006077,-19.999857,-20.0,2.297547,0.554651,0.562566,297.591339,304.709808,0.025628,-0.040954,11.898994,-1.04E-4,0.053353,0.010617,0.0,1.0,2219.932861,, takeoff
9.263519,-25.021479,-23.828033,2.67321,0.005912,2.67321,0.005912,-19.999857,-20.0,2.299519,0.658666,0.618304,297.546326,305.156952,0.024486,-0.044073,18.38764,-8.7E-5,0.053429,0.013896,0.0,1.0,2232.473633,, takeoff
9.263519,-25.021479,-23.828033,2.67321,0.005912,2.67321,0.005912,-19.999857,-20.0,2.299519,0.658666,0.618304,297.546326,305.156952,0.024486,-0.044073,18.38764,-8.7E-5,0.053429,0.013896,0.0,1.0,2232.473633,, takeoff
10.774231,-25.017679,-23.824234,2.676043,0.007531,2.676043,0.007531,-19.999857,-20.0,2.305275,0.96097,0.761701,297.444916,305.644379,0.021969,-0.048858,12.782287,-8.4E-5,0.053464,0.016147,0.0,1.0,2251.02002,, takeoff
